"METRIC","KW_stat","KW_pval","BoxScore"
"PREDPIND",693.52,0,2
"PREDPTAX",283,0,1
"SCRPNTAX",468.8,0,2
"SCRPPIND",213.63,0,1
"SCRPPTAX",29.01,0,0
"SHRDNTAX",397.55,0,2
"SHRDPIND",386.54,0,2
"SHRDPTAX",145.54,0,0
"X.Collector",0.03,0.8739,0
"X.GenusScraper",213.62,0,1
"gregTol_.Collector",0.03,0.8739,0
"gregTol_.GenusScraper",213.62,0,1
