"METRIC","KW_stat","KW_pval","BoxScore"
"X.BCGatt2.3",40.48,0,2
"BCGatt5",34.68,0,1
"X.BCGatt5",27.69,0,2
"X.BCG_DO_att2.3",93.24,0,3
"X.BCG_DO_att5",96.41,0,3
"X.BCG_Acidity_att2.3",0.06,0.8114,0
"X.BCG_Acidity_att5",0.05,0.8192,0
"X.BCG_Alkalinity_att2.3",38.63,0,2
"X.BCG_Alkalinity_att5",96.53,0,0
"X.BCG_spCond_att2.3",11.88,6e-04,0
"X.BCG_spCond_att5",6.61,0.0102,0
"X.BCG_Chloride_att2.3",20.46,0,2
"X.BCG_Chloride_att5",26.55,0,0
"X.BCG_Sulfate_att2.3",19.63,0,2
"X.BCG_Sulfate_att5",14.25,2e-04,0
"X.BCG_TNTP_att2.3",39.61,0,2
"X.BCG_TNTP_att5",21.93,0,1
"X.BCG_totHab_att2.3",75.5,0,3
"X.BCG_totHab_att5",28.64,0,1
"X.BCG_RBS_att2.3",62.89,0,3
"X.BCG_RBS_att5",51.96,0,3
"X.BCG_pctIMP_att2.3",45.72,0,2
"X.BCG_pctIMP_att5",26.69,0,2
"gregTol_Genus.HBI",9.96,0.0016,0
"gregTol_BCGatt2.3",32.14,0,2
"gregTol_.BCGatt2.3",40.48,0,2
"gregTol_BCGatt5",34.68,0,1
"gregTol_.BCGatt5",27.69,0,2
"gregTol_.BCG_DO_att2.3",93.24,0,3
"gregTol_.BCG_DO_att5",96.41,0,3
"gregTol_.BCG_Acidity_att2.3",0.06,0.8114,0
"gregTol_.BCG_Acidity_att5",0.05,0.8192,0
"gregTol_.BCG_Alkalinity_att2.3",38.63,0,2
"gregTol_.BCG_Alkalinity_att5",96.53,0,0
"gregTol_.BCG_spCond_att2.3",11.88,6e-04,0
"gregTol_.BCG_spCond_att5",6.61,0.0102,0
"gregTol_.BCG_Chloride_att2.3",20.46,0,2
"gregTol_.BCG_Chloride_att5",26.55,0,0
"gregTol_.BCG_Sulfate_att2.3",19.63,0,2
"gregTol_.BCG_Sulfate_att5",14.25,2e-04,0
"gregTol_.BCG_TNTP_att2.3",39.61,0,2
"gregTol_.BCG_TNTP_att5",21.93,0,1
"gregTol_.BCG_totHab_att2.3",75.5,0,3
"gregTol_.BCG_totHab_att5",28.64,0,1
"gregTol_.BCG_RBS_att2.3",62.89,0,3
"gregTol_.BCG_RBS_att5",51.96,0,3
"gregTol_.BCG_pctIMP_att2.3",45.72,0,2
"gregTol_.BCG_pctIMP_att5",26.69,0,2
"HPRIME",0.48,0.4863,0
"DOM1PIND",0.61,0.4355,0
"DOM3PIND",0.58,0.4452,0
"DOM5PIND",0,0.973,0
"CHIRDOM1PIND",0.58,0.4457,0
"CHIRDOM3PIND",0.58,0.4457,0
"CHIRDOM5PIND",0.58,0.4457,0
"Genus..2.Dominant",0.32,0.5693,0
"gregTol_Genus..2.Dominant",0.32,0.5693,0
"BURRNTAX",3.75,0.0528,0
"BURRPIND",0.49,0.4824,0
"BURRPTAX",0.73,0.3942,0
"CLMBNTAX",93.85,0,2
"CLMBPIND",80.7,0,3
"CLMBPTAX",92.57,0,3
"CLNGNTAX",28.42,0,1
"CLNGPIND",36.88,0,2
"CLNGPTAX",77.51,0,3
"SPWLNTAX",32.66,0,2
"SPWLPIND",30.4,0,2
"SPWLPTAX",22.8,0,2
"SWIMNTAX",12.92,3e-04,0
"SWIMPIND",0.28,0.5942,0
"SWIMPTAX",5.21,0.0224,0
"X.Clinger.HS",28.57,0,2
"gregTol_.Clinger.HS",28.57,0,2
"COFINTAX",10.53,0.0012,0
"COFIPIND",16.56,0,1
"COFIPTAX",26.29,0,2
"COFITRICNTAX",21.34,0,0
"COFITRICPIND",24.7,0,2
"COFITRICPTAX",34.21,0,2
"COGANTAX",53.26,0,2
"COGAPIND",15.44,1e-04,0
"COGAPTAX",45.63,0,2
"PREDNTAX",15.02,1e-04,0
"PREDPIND",2.53,0.1118,0
"PREDPTAX",7.67,0.0056,0
"SCRPNTAX",11.01,9e-04,0
"SCRPPIND",8.73,0.0031,0
"SCRPPTAX",33.26,0,2
"SHRDNTAX",0.21,0.6465,0
"SHRDPIND",0.04,0.835,0
"SHRDPTAX",0.51,0.4745,0
"X.Collector",0.05,0.8185,0
"X.GenusScraper",8.73,0.0031,0
"gregTol_.Collector",0.05,0.8185,0
"gregTol_.GenusScraper",8.73,0.0031,0
