"METRIC","KW_stat","KW_pval","BoxScore"
"X.BCG_TNTP_att2.3",462.26,0,3
"X.BCG_TNTP_att5",396.13,0,3
"X.BCG_totHab_att2.3",520.19,0,3
"X.BCG_totHab_att5",358.62,0,3
"X.BCG_RBS_att2.3",439.31,0,3
"X.BCG_RBS_att5",241.09,0,3
"X.BCG_pctIMP_att2.3",493.88,0,3
"X.BCG_pctIMP_att5",459.92,0,3
"gregTol_Genus.HBI",459.9,0,3
"gregTol_BCGatt2.3",523.94,0,3
"gregTol_.BCGatt2.3",474.43,0,3
"gregTol_BCGatt5",170.62,0,0
"gregTol_.BCGatt5",409.13,0,3
"gregTol_.BCG_DO_att2.3",432.89,0,3
"gregTol_.BCG_DO_att5",138.89,0,0
"gregTol_.BCG_Acidity_att2.3",2.13,0.1446,0
"gregTol_.BCG_Acidity_att5",45.7,0,0
"gregTol_.BCG_Alkalinity_att2.3",11.12,9e-04,0
"gregTol_.BCG_Alkalinity_att5",60.6,0,0
"gregTol_.BCG_spCond_att2.3",387.92,0,3
"gregTol_.BCG_spCond_att5",356.62,0,3
"gregTol_.BCG_Chloride_att2.3",474.78,0,3
"gregTol_.BCG_Chloride_att5",47.74,0,0
"gregTol_.BCG_Sulfate_att2.3",54.62,0,0
"gregTol_.BCG_Sulfate_att5",42.22,0,0
"gregTol_.BCG_TNTP_att2.3",462.26,0,3
"gregTol_.BCG_TNTP_att5",396.13,0,3
"gregTol_.BCG_totHab_att2.3",520.19,0,3
"gregTol_.BCG_totHab_att5",358.62,0,3
"gregTol_.BCG_RBS_att2.3",439.31,0,3
"gregTol_.BCG_RBS_att5",241.09,0,3
"gregTol_.BCG_pctIMP_att2.3",493.88,0,3
"gregTol_.BCG_pctIMP_att5",459.92,0,3
"HPRIME",428.54,0,3
"DOM1PIND",268.98,0,2
"DOM3PIND",377.49,0,3
"DOM5PIND",394.99,0,3
"CHIRDOM1PIND",0.72,0.3964,0
"CHIRDOM3PIND",0.72,0.3964,0
"CHIRDOM5PIND",0.72,0.3964,0
"Genus..2.Dominant",341.95,0,3
"gregTol_Genus..2.Dominant",341.95,0,3
"BURRNTAX",26.54,0,0
"BURRPIND",24.74,0,0
"BURRPTAX",0.01,0.9198,0
"CLMBNTAX",1.81,0.1786,0
"CLMBPIND",0.39,0.5323,0
"CLMBPTAX",6.42,0.0113,0
"CLNGNTAX",440.52,0,3
"CLNGPIND",55.91,0,1
"CLNGPTAX",150.28,0,2
"SPWLNTAX",14.47,1e-04,0
"SPWLPIND",14.69,1e-04,0
"SPWLPTAX",13.46,2e-04,0
"SWIMNTAX",115.73,0,0
"SWIMPIND",141.44,0,2
"SWIMPTAX",12.57,4e-04,0
"X.Clinger.HS",94.93,0,1
"gregTol_.Clinger.HS",94.93,0,1
"COFINTAX",131.71,0,0
"COFIPIND",0.76,0.3825,0
"COFIPTAX",17.16,0,0
"COFITRICNTAX",234.19,0,1
"COFITRICPIND",0.01,0.9096,0
"COFITRICPTAX",1.23,0.2683,0
"COGANTAX",0,0.9477,0
"COGAPIND",0,0.9933,0
"COGAPTAX",194.94,0,2
"PREDNTAX",305.12,0,2
"PREDPIND",340.97,0,3
"PREDPTAX",175.02,0,2
"SCRPNTAX",136.86,0,1
"SCRPPIND",46.91,0,0
"SCRPPTAX",0.28,0.5963,0
"SHRDNTAX",124.26,0,2
"SHRDPIND",83.8,0,1
"SHRDPTAX",41.03,0,0
"X.Collector",6.86,0.0088,0
"X.GenusScraper",46.92,0,0
"gregTol_.Collector",6.86,0.0088,0
"gregTol_.GenusScraper",46.92,0,0
