"METRIC","KW_stat","KW_pval","BoxScore"
"gregTol_Genus.EPT.Taxa",1146.38,0,3
"gregTol_Elmid",0.07,0.7853,0
"FACLNTAX",1064.44,0,3
"FACLPIND",430.86,0,2
"FACLPTAX",984.14,0,3
"INTLNTAX",165.99,0,0
"INTLPIND",169.09,0,0
"INTLPTAX",148.35,0,0
"NTOLNTAX",1124.98,0,3
"NTOLPIND",995.31,0,3
"NTOLPTAX",1044.68,0,3
"STOLNTAX",322.84,0,1
"STOLPIND",389.51,0,2
"STOLPTAX",835.4,0,3
"TL01NTAX",NA,NA,0
"TL01PIND",NA,NA,0
"TL01PTAX",NA,NA,0
"TL23NTAX",776.11,0,2
"TL23PIND",712.99,0,3
"TL23PTAX",654.84,0,2
"TL45NTAX",1024.1,0,3
"TL45PIND",903.56,0,3
"TL45PTAX",798.09,0,3
"TL67NTAX",0.86,0.3548,0
"TL67PIND",626.3,0,3
"TL67PTAX",756.21,0,3
"TOLRNTAX",306.36,0,0
"TOLRPIND",475.93,0,2
"TOLRPTAX",1026.09,0,3
"WTD_TV",1034.26,0,3
"gregTol_FACLNTAX",974.86,0,3
"gregTol_FACLPIND",251.38,0,2
"gregTol_FACLPTAX",649.96,0,2
"gregTol_INTLNTAX",664.95,0,2
"gregTol_INTLPIND",618.91,0,3
"gregTol_INTLPTAX",533.61,0,2
"gregTol_NTOLNTAX",1124.98,0,3
"gregTol_NTOLPIND",995.31,0,3
"gregTol_NTOLPTAX",1044.68,0,3
"gregTol_STOLNTAX",322.84,0,1
"gregTol_STOLPIND",389.51,0,2
"gregTol_STOLPTAX",835.4,0,3
"gregTol_TL01NTAX",149.27,0,0
"gregTol_TL01PIND",152.37,0,0
"gregTol_TL01PTAX",136.75,0,0
"gregTol_TL23NTAX",949.3,0,3
"gregTol_TL23PIND",896.34,0,3
"gregTol_TL23PTAX",840.33,0,3
"gregTol_TL45NTAX",920.23,0,3
"gregTol_TL45PIND",750.53,0,3
"gregTol_TL45PTAX",544.49,0,2
"gregTol_TL67NTAX",1.14,0.2863,0
"gregTol_TL67PIND",628.12,0,3
"gregTol_TL67PTAX",763.46,0,3
"gregTol_TOLRNTAX",306.36,0,0
"gregTol_TOLRPIND",475.93,0,2
"gregTol_TOLRPTAX",1026.09,0,3
"gregTol_WTD_TV",1049.81,0,3
"Genus.HBI",1067.3,0,3
"BCGatt2.3",1196.81,0,3
"X.BCGatt2.3",1075.65,0,3
"BCGatt5",356.74,0,1
"X.BCGatt5",912.11,0,3
"X.BCG_DO_att2.3",934.41,0,3
"X.BCG_DO_att5",262.22,0,0
"X.BCG_Acidity_att2.3",0.36,0.5465,0
"X.BCG_Acidity_att5",106.29,0,0
"X.BCG_Alkalinity_att2.3",69.39,0,0
"X.BCG_Alkalinity_att5",114.47,0,0
"X.BCG_spCond_att2.3",899.3,0,3
"X.BCG_spCond_att5",843.42,0,3
"X.BCG_Chloride_att2.3",974.72,0,3
"X.BCG_Chloride_att5",99.58,0,0
"X.BCG_Sulfate_att2.3",222.98,0,2
"X.BCG_Sulfate_att5",115.81,0,0
"X.BCG_TNTP_att2.3",934.2,0,3
"X.BCG_TNTP_att5",972.33,0,3
"X.BCG_totHab_att2.3",1087.98,0,3
"X.BCG_totHab_att5",811.02,0,3
"X.BCG_RBS_att2.3",911.02,0,3
"X.BCG_RBS_att5",568.93,0,3
"X.BCG_pctIMP_att2.3",1032.46,0,3
"X.BCG_pctIMP_att5",941.26,0,3
"gregTol_Genus.HBI",1073.01,0,3
"gregTol_BCGatt2.3",1196.81,0,3
"gregTol_.BCGatt2.3",1075.65,0,3
"gregTol_BCGatt5",356.74,0,1
"gregTol_.BCGatt5",912.11,0,3
"gregTol_.BCG_DO_att2.3",934.41,0,3
"gregTol_.BCG_DO_att5",262.22,0,0
"gregTol_.BCG_Acidity_att2.3",0.36,0.5465,0
"gregTol_.BCG_Acidity_att5",106.29,0,0
"gregTol_.BCG_Alkalinity_att2.3",69.39,0,0
"gregTol_.BCG_Alkalinity_att5",114.47,0,0
"gregTol_.BCG_spCond_att2.3",899.3,0,3
"gregTol_.BCG_spCond_att5",843.42,0,3
"gregTol_.BCG_Chloride_att2.3",974.72,0,3
"gregTol_.BCG_Chloride_att5",99.58,0,0
"gregTol_.BCG_Sulfate_att2.3",222.98,0,2
"gregTol_.BCG_Sulfate_att5",115.81,0,0
"gregTol_.BCG_TNTP_att2.3",934.2,0,3
"gregTol_.BCG_TNTP_att5",972.33,0,3
"gregTol_.BCG_totHab_att2.3",1087.98,0,3
"gregTol_.BCG_totHab_att5",811.02,0,3
"gregTol_.BCG_RBS_att2.3",911.02,0,3
"gregTol_.BCG_RBS_att5",568.93,0,3
"gregTol_.BCG_pctIMP_att2.3",1032.46,0,3
"gregTol_.BCG_pctIMP_att5",941.26,0,3
"HPRIME",945.2,0,3
"DOM1PIND",627.17,0,2
"DOM3PIND",838.12,0,3
"DOM5PIND",897.33,0,3
"CHIRDOM1PIND",0.73,0.3943,0
"CHIRDOM3PIND",0.73,0.3943,0
"CHIRDOM5PIND",0.73,0.3943,0
"Genus..2.Dominant",730.95,0,3
"gregTol_Genus..2.Dominant",730.95,0,3
"BURRNTAX",97.65,0,0
"BURRPIND",95.22,0,0
"BURRPTAX",4.97,0.0259,0
"CLMBNTAX",0.43,0.5105,0
"CLMBPIND",2.69,0.1011,0
"CLMBPTAX",1.36,0.2431,0
"CLNGNTAX",1019.38,0,3
"CLNGPIND",285.33,0,2
"CLNGPTAX",413.14,0,2
"SPWLNTAX",41.26,0,0
"SPWLPIND",94.14,0,0
"SPWLPTAX",45.34,0,0
"SWIMNTAX",218.52,0,0
"SWIMPIND",240.46,0,2
"SWIMPTAX",2.27,0.1323,0
"X.Clinger.HS",374.29,0,2
"gregTol_.Clinger.HS",374.29,0,2
"COFINTAX",195.48,0,0
"COFIPIND",0.01,0.9393,0
"COFIPTAX",100.61,0,0
"COFITRICNTAX",327.15,0,0
"COFITRICPIND",4,0.0454,0
"COFITRICPTAX",1.47,0.2259,0
"COGANTAX",11.9,6e-04,0
"COGAPIND",33.13,0,0
"COGAPTAX",389.87,0,2
"PREDNTAX",670.65,0,2
"PREDPIND",681.02,0,3
"PREDPTAX",320.39,0,2
"SCRPNTAX",461.05,0,2
"SCRPPIND",206.73,0,1
"SCRPPTAX",42.74,0,0
"SHRDNTAX",363.81,0,2
"SHRDPIND",351.6,0,2
"SHRDPTAX",137.81,0,0
"X.Collector",0.01,0.9311,0
"X.GenusScraper",206.73,0,1
"gregTol_.Collector",0.01,0.9311,0
"gregTol_.GenusScraper",206.73,0,1
