BENSAMPID,StationID,RefStress,RepNum,CollectionDate,Gradient,Season,BioRegion,AMPHPIND,AMPHPTAX,CHIRPIND,CHIRPTAX,CRUSPIND,CRUSPTAX,DIPTPIND,DIPTPTAX,EPHEPIND,EPHEPTAX,EPOTPIND,EPOTPTAX,EPT_PIND,EPT_PTAX,HEMIPIND,HEMIPTAX,MITEPIND,MITEPTAX,MOLLPIND,MOLLPTAX,NOINPIND,NOINPTAX,ODONPIND,ODONPTAX,OLLEPIND,OLLEPTAX,PLECPIND,PLECPTAX,TRICPIND,TRICPTAX,%Ephem,%PT - Hydropsychidae,%Chiro,%EPT-H+C,%Ephem-B,%EPT45,%EPT65,gregTol_%Ephem,gregTol_%PT - Hydropsychidae,gregTol_%Chiro,gregTol_%EPT-H+C,gregTol_%Ephem-B,gregTol_%EPT45,gregTol_%EPT65,TOTLNTAX,AMPHNTAX,CHIRNTAX,CRUSNTAX,DIPTNTAX,EPHENTAX,EPOTNTAX,EPT_NTAX,HEMINTAX,MITENTAX,MOLLNTAX,NOINNTAX,ODONNTAX,OLLENTAX,PLECNTAX,TRICNTAX,Genus Total Taxa,Genus EPT Taxa,Elmid,gregTol_Genus Total Taxa,gregTol_Genus EPT Taxa,gregTol_Elmid,FACLNTAX,FACLPIND,FACLPTAX,INTLNTAX,INTLPIND,INTLPTAX,NTOLNTAX,NTOLPIND,NTOLPTAX,STOLNTAX,STOLPIND,STOLPTAX,TL01NTAX,TL01PIND,TL01PTAX,TL23NTAX,TL23PIND,TL23PTAX,TL45NTAX,TL45PIND,TL45PTAX,TL67NTAX,TL67PIND,TL67PTAX,TOLRNTAX,TOLRPIND,TOLRPTAX,WTD_TV,gregTol_FACLNTAX,gregTol_FACLPIND,gregTol_FACLPTAX,gregTol_INTLNTAX,gregTol_INTLPIND,gregTol_INTLPTAX,gregTol_NTOLNTAX,gregTol_NTOLPIND,gregTol_NTOLPTAX,gregTol_STOLNTAX,gregTol_STOLPIND,gregTol_STOLPTAX,gregTol_TL01NTAX,gregTol_TL01PIND,gregTol_TL01PTAX,gregTol_TL23NTAX,gregTol_TL23PIND,gregTol_TL23PTAX,gregTol_TL45NTAX,gregTol_TL45PIND,gregTol_TL45PTAX,gregTol_TL67NTAX,gregTol_TL67PIND,gregTol_TL67PTAX,gregTol_TOLRNTAX,gregTol_TOLRPIND,gregTol_TOLRPTAX,gregTol_WTD_TV,Genus HBI,BCGatt2&3,%BCGatt2&3,BCGatt5,%BCGatt5,%BCG_DO_att2&3,%BCG_DO_att5,%BCG_Acidity_att2&3,%BCG_Acidity_att5,%BCG_Alkalinity_att2&3,%BCG_Alkalinity_att5,%BCG_spCond_att2&3,%BCG_spCond_att5,%BCG_Chloride_att2&3,%BCG_Chloride_att5,%BCG_Sulfate_att2&3,%BCG_Sulfate_att5,%BCG_TNTP_att2&3,%BCG_TNTP_att5,%BCG_totHab_att2&3,%BCG_totHab_att5,%BCG_RBS_att2&3,%BCG_RBS_att5,%BCG_pctIMP_att2&3,%BCG_pctIMP_att5,gregTol_Genus HBI,gregTol_BCGatt2&3,gregTol_%BCGatt2&3,gregTol_BCGatt5,gregTol_%BCGatt5,gregTol_%BCG_DO_att2&3,gregTol_%BCG_DO_att5,gregTol_%BCG_Acidity_att2&3,gregTol_%BCG_Acidity_att5,gregTol_%BCG_Alkalinity_att2&3,gregTol_%BCG_Alkalinity_att5,gregTol_%BCG_spCond_att2&3,gregTol_%BCG_spCond_att5,gregTol_%BCG_Chloride_att2&3,gregTol_%BCG_Chloride_att5,gregTol_%BCG_Sulfate_att2&3,gregTol_%BCG_Sulfate_att5,gregTol_%BCG_TNTP_att2&3,gregTol_%BCG_TNTP_att5,gregTol_%BCG_totHab_att2&3,gregTol_%BCG_totHab_att5,gregTol_%BCG_RBS_att2&3,gregTol_%BCG_RBS_att5,gregTol_%BCG_pctIMP_att2&3,gregTol_%BCG_pctIMP_att5,HPRIME,DOM1PIND,DOM3PIND,DOM5PIND,CHIRDOM1PIND,CHIRDOM3PIND,CHIRDOM5PIND,Genus %2 Dominant,gregTol_Genus %2 Dominant,BURRNTAX,BURRPIND,BURRPTAX,CLMBNTAX,CLMBPIND,CLMBPTAX,CLNGNTAX,CLNGPIND,CLNGPTAX,SPWLNTAX,SPWLPIND,SPWLPTAX,SWIMNTAX,SWIMPIND,SWIMPTAX,%Clinger-HS,gregTol_%Clinger-HS,COFINTAX,COFIPIND,COFIPTAX,COFITRICNTAX,COFITRICPIND,COFITRICPTAX,COGANTAX,COGAPIND,COGAPTAX,PREDNTAX,PREDPIND,PREDPTAX,SCRPNTAX,SCRPPIND,SCRPPTAX,SHRDNTAX,SHRDPIND,SHRDPTAX,%Collector,%GenusScraper,gregTol_%Collector,gregTol_%GenusScraper
RAM12648,2-RAM007.29,NA,1,8/28/2019,Riffle,Fall,Mountain,0,0,4.69,4.35,0,0,5.63,8.7,33.8,39.13,92.96,78.26,92.96,78.26,0,0,0,0,0,0,0,0,0,0,0,0,4.23,17.39,54.93,21.74,33.8028169,31.45539906,4.694835681,43.66197183,16.90140845,44,72,33.8028169,31.45539906,4.694835681,43.66197183,16.90140845,44,72,23,0,1,0,2,9,18,18,0,0,0,0,0,0,4,5,23,18,2,23,18,2,21,54.93,91.3,0,0,0,19,37.56,82.61,1,17.37,4.35,0,0,0,3,1.88,13.04,16,35.68,69.57,3,45.07,13.04,2,45.07,8.7,6.33,20,53.99,86.96,1,0.94,4.35,19,37.56,82.61,1,17.37,4.35,0,0,0,5,10.8,21.74,14,26.76,60.87,3,45.07,13.04,2,45.07,8.7,6.29,6.404444444,13,65,1,5,75,0,55,0,45,0,60,5,80,0,25,5,40,5,75,0,36.84210526,0,80,5,6.313623188,13,65,1,5,75,0,55,0,45,0,60,5,80,0,25,5,40,5,75,0,36.84210526,0,80,5,2.3,28.5,59.42,74.4,100,100,100,45.07042254,45.07042254,1,0.94,4.35,0,0,0,15,72.3,65.22,0,0,0,6,22.07,26.09,44.60093897,44.60093897,4,46.95,17.39,3,46.48,13.04,6,22.07,26.09,5,12.68,21.74,4,12.21,17.39,2,0.94,8.7,69.01408451,12.20657277,69.01408451,12.20657277
RBT1436,2-RBT000.59,NA,1,11/23/2010,Riffle,Fall,Mountain,0,0,8,3.57,1,3.57,13.5,25,50,25,78.5,64.29,78.5,64.29,0,0,0,0,0,0,6,7.14,0,0,5,3.57,23.5,25,5,14.29,50,28.5,8,58,48.5,34.375,68.75,50,28.5,8,58,48.5,37.5,68.75,28,0,1,1,7,7,18,18,0,0,0,2,0,1,7,4,28,18,1,28,18,1,24,91,85.71,1,2,3.57,18,65,64.29,1,5,3.57,0,0,0,2,4.5,7.14,16,60.5,57.14,9,30,32.14,3,7,10.71,4.99,23,88.5,82.14,2,4.5,7.14,18,65,64.29,1,5,3.57,1,2,3.57,3,42.5,10.71,14,20.5,50,9,30,32.14,3,7,10.71,4.87,4.993505155,16,66.66666667,1,4.166666667,75,0,16.66666667,8.333333333,37.5,0,54.16666667,4.166666667,62.5,0,29.16666667,12.5,33.33333333,8.333333333,62.5,4.166666667,26.08695652,4.347826087,58.33333333,8.333333333,4.873402062,16,66.66666667,1,4.166666667,75,0,16.66666667,8.333333333,37.5,0,54.16666667,4.166666667,62.5,0,29.16666667,12.5,33.33333333,8.333333333,62.5,4.166666667,26.08695652,4.347826087,58.33333333,8.333333333,2.25,40.72,65.98,74.23,100,100,100,56,56,3,2.5,10.71,0,0,0,17,62.5,60.71,2,17,7.14,3,4,10.71,61.5,61.5,4,4,14.29,2,3,7.14,6,11,21.43,5,7.5,17.86,5,47.5,17.86,5,19.5,17.86,15,47.5,15,47.5
RBT7972,2-RBT000.59,NA,1,11/16/2015,Riffle,Fall,Mountain,0,0,10.53,2.86,0.48,2.86,15.31,17.14,20.57,22.86,66.99,68.57,66.51,65.71,0,0,0,0,0,0,0.48,2.86,0.48,2.86,0,0,15.79,20,30.14,22.86,20.57416268,44.01913876,10.52631579,64.11483254,20.09569378,44.44444444,63.88888889,20.57416268,44.01913876,10.52631579,64.11483254,20.09569378,44.44444444,63.88888889,35,0,1,1,6,8,24,23,0,0,0,1,1,0,7,8,35,23,1,35,23,1,31,95.22,88.57,1,0.96,2.86,28,62.68,80,0,0,0,0,0,0,5,6.22,14.29,23,56.46,65.71,7,37.32,20,3,3.83,8.57,5.19,30,93.3,85.71,2,2.87,5.71,28,62.68,80,0,0,0,0,0,0,7,19.14,20,21,43.54,60,7,37.32,20,3,3.83,8.57,5.14,5.204471154,20,71.42857143,0,0,74.07407407,0,33.33333333,3.703703704,51.85185185,0,59.25925926,0,77.77777778,0,33.33333333,3.703703704,44.44444444,3.703703704,77.77777778,0,30.43478261,0,70.37037037,0,5.139663462,20,71.42857143,0,0,74.07407407,0,33.33333333,3.703703704,51.85185185,0,59.25925926,0,77.77777778,0,33.33333333,3.703703704,44.44444444,3.703703704,77.77777778,0,30.43478261,0,70.37037037,0,2.89,21.63,44.23,57.21,100,100,100,33.49282297,33.49282297,5,3.83,14.29,0,0,0,23,76.56,65.71,2,3.35,5.71,2,4.31,5.71,72.72727273,72.72727273,6,26.79,17.14,4,24.88,11.43,6,8.61,17.14,8,11.96,22.86,6,17.22,17.14,5,9.57,14.29,35.40669856,17.22488038,35.40669856,17.22488038
SMC1437,2-SMC000.51,NA,1,11/23/2010,Riffle,Fall,Mountain,0,0,6.15,4,0,0,7.69,12,57.44,28,82.56,72,82.56,72,0,0,0,0,0,0,4.62,4,0,0,4.62,4,11.28,24,13.85,20,57.43589744,25.12820513,6.153846154,75.8974359,55.8974359,43.75,75,57.43589744,25.12820513,6.153846154,75.8974359,55.8974359,43.75,75,25,0,1,0,3,7,18,18,0,0,0,1,0,1,6,5,25,18,2,25,18,2,23,89.23,92,1,6.15,4,20,82.05,80,1,4.62,4,0,0,0,4,12.82,16,16,69.23,64,4,13.33,16,1,4.62,4,4.59,21,83.08,84,3,12.31,12,20,82.05,80,1,4.62,4,0,0,0,7,54.36,28,13,27.69,52,4,13.33,16,1,4.62,4,4.42,4.587103825,18,81.81818182,1,4.545454545,86.36363636,0,31.81818182,4.545454545,54.54545455,0,63.63636364,4.545454545,72.72727273,0,36.36363636,9.090909091,36.36363636,4.545454545,72.72727273,4.545454545,21.05263158,5.263157895,72.72727273,4.545454545,4.410382514,18,81.81818182,1,4.545454545,86.36363636,0,31.81818182,4.545454545,54.54545455,0,63.63636364,4.545454545,72.72727273,0,36.36363636,9.090909091,36.36363636,4.545454545,72.72727273,4.545454545,21.05263158,5.263157895,72.72727273,4.545454545,2.47,35.52,50.27,62.3,100,100,100,41.02564103,41.02564103,1,1.03,4,0,0,0,17,70.77,68,1,6.67,4,3,10.26,12,70.25641026,70.25641026,3,10.77,12,2,10.26,8,5,22.05,20,4,4.62,16,6,44.62,24,4,4.1,16,32.82051282,44.61538462,32.82051282,44.61538462
SMH9387,2-SMH005.09,Ref,1,11/2/2016,Riffle,Fall,Mountain,0,0,6.93,3.45,0,0,8.42,13.79,39.6,24.14,83.66,68.97,83.66,68.97,0,0,0,0,0,0,0.99,6.9,0,0,0.5,3.45,14.36,27.59,29.7,17.24,39.6039604,42.57425743,6.930693069,69.30693069,39.10891089,31.03448276,65.51724138,39.6039604,42.57425743,6.930693069,69.30693069,39.10891089,31.03448276,65.51724138,29,0,1,0,4,7,20,20,0,0,0,2,0,1,8,5,29,20,2,29,20,2,25,93.07,86.21,0,0,0,22,72.28,75.86,1,1.49,3.45,0,0,0,3,3.47,10.34,19,68.81,65.52,5,22.77,17.24,3,3.47,10.34,4.78,23,91.09,79.31,2,1.98,6.9,22,72.28,75.86,1,1.49,3.45,0,0,0,5,24.75,17.24,17,47.52,58.62,5,22.77,17.24,3,3.47,10.34,4.71,4.968882979,17,70.83333333,1,4.166666667,66.66666667,0,41.66666667,8.333333333,41.66666667,0,62.5,8.333333333,70.83333333,0,33.33333333,0,25,4.166666667,66.66666667,4.166666667,30.43478261,0,66.66666667,8.333333333,4.885585106,17,70.83333333,1,4.166666667,66.66666667,0,41.66666667,8.333333333,41.66666667,0,62.5,8.333333333,70.83333333,0,33.33333333,0,25,4.166666667,66.66666667,4.166666667,30.43478261,0,66.66666667,8.333333333,2.74,14.29,40.74,58.2,100,100,100,26.23762376,26.23762376,0,0,0,0,0,0,20,74.26,68.97,5,5.45,17.24,1,9.41,3.45,72.27722772,72.27722772,4,16.83,13.79,3,16.34,10.34,6,17.33,20.69,7,19.31,24.14,5,25.25,17.24,5,6.93,17.24,34.15841584,25.24752475,34.15841584,25.24752475
SMR5364,2-SMR001.52,NA,1,9/12/2013,Riffle,Fall,Mountain,0,0,9.36,3.85,0.49,3.85,12.81,11.54,22.17,23.08,84.24,65.38,84.24,65.38,0,0,0,0,0,0,0.49,3.85,0,0,0,0,9.85,23.08,52.22,19.23,22.16748768,37.93103448,9.359605911,40.39408867,14.77832512,32.14285714,60.71428571,22.16748768,37.93103448,9.359605911,40.39408867,14.77832512,32.14285714,60.71428571,26,0,1,1,3,6,17,17,0,0,0,1,0,0,6,5,26,17,3,26,17,3,22,54.68,84.62,0,0,0,17,36.95,65.38,1,17.73,3.85,0,0,0,2,0.99,7.69,15,35.96,57.69,8,45.32,30.77,4,45.32,15.38,6.37,20,53.69,76.92,2,0.99,7.69,17,36.95,65.38,1,17.73,3.85,0,0,0,3,1.97,11.54,14,34.98,53.85,8,45.32,30.77,4,45.32,15.38,6.34,6.4178,14,58.33333333,1,4.166666667,70.83333333,0,29.16666667,4.166666667,37.5,0,54.16666667,8.333333333,70.83333333,0,20.83333333,16.66666667,29.16666667,8.333333333,66.66666667,4.166666667,33.33333333,0,75,8.333333333,6.3579,14,58.33333333,1,4.166666667,70.83333333,0,29.16666667,4.166666667,37.5,0,54.16666667,8.333333333,70.83333333,0,20.83333333,16.66666667,29.16666667,8.333333333,66.66666667,4.166666667,33.33333333,0,75,8.333333333,2.43,24.5,55,72.5,100,100,100,41.87192118,41.87192118,1,0.49,3.85,1,0.49,3.85,17,76.85,65.38,2,4.93,7.69,3,7.39,11.54,49.75369458,49.75369458,4,53.2,15.38,3,50.25,11.54,4,7.88,15.38,6,6.9,23.08,6,16.26,23.08,4,5.91,15.38,61.08374384,16.25615764,61.08374384,16.25615764
SPC10441_R200,2-SPC002.12,NA,1,9/18/2017,Riffle,Fall,Mountain,0,0,6,3.33,0,0,11.5,13.33,26,23.33,81,63.33,80.5,60,0,0,0,0,0,0,0.5,3.33,0.5,3.33,0.5,3.33,16.5,20,38,16.67,26,50.5,6,49,11,33.33333333,51.51515152,26,50.5,6,49,11,33.33333333,51.51515152,30,0,1,0,4,7,19,18,0,0,0,1,1,1,6,5,30,18,3,30,18,3,23,66,76.67,0,0,0,17,43,56.67,2,24,6.67,0,0,0,3,9,10,14,34,46.67,11,33,36.67,7,34,23.33,5.99,21,59.5,70,2,6.5,6.67,17,43,56.67,2,24,6.67,0,0,0,6,14,20,11,29,36.67,11,33,36.67,7,34,23.33,5.9,5.963020833,11,44,2,8,72,0,36,8,32,0,32,16,60,0,12,16,32,12,52,8,29.16666667,8.333333333,52,20,5.968645833,11,44,2,8,72,0,36,8,32,0,32,16,60,0,12,16,32,12,52,8,29.16666667,8.333333333,52,20,2.78,24.48,40.62,53.12,100,100,100,31.5,31.5,2,1,6.67,0,0,0,19,72,63.33,3,1.5,10,4,19,13.33,63.5,63.5,6,42.5,20,5,38,16.67,6,20,20,7,9.5,23.33,6,12,20,3,9,10,62.5,12,62.5,12
SPC11477,2-SPC002.12,NA,1,8/22/2018,Riffle,Fall,Mountain,0,0,7.22,3.03,0.52,3.03,11.86,18.18,39.18,21.21,68.04,60.61,68.04,60.61,0,0,0,0,0,0,6.7,6.06,0,0,6.19,3.03,18.56,24.24,10.31,15.15,39.17525773,27.83505155,7.216494845,61.34020619,15.46391753,25.71428571,57.14285714,39.17525773,27.83505155,7.216494845,61.34020619,15.46391753,25.71428571,57.14285714,33,0,1,1,6,7,20,20,0,0,0,2,0,1,8,5,33,20,3,33,20,3,27,88.14,81.82,1,0.52,3.03,22,58.25,66.67,2,8.25,6.06,0,0,0,3,2.58,9.09,19,55.67,57.58,9,33.51,27.27,5,11.34,15.15,5.67,26,87.11,78.79,2,1.55,6.06,22,58.25,66.67,2,8.25,6.06,0,0,0,5,5.15,15.15,17,53.09,51.52,9,33.51,27.27,5,11.34,15.15,5.65,5.697712766,17,56.66666667,2,6.666666667,72.4137931,0,31.03448276,6.896551724,44.82758621,0,37.93103448,13.79310345,68.96551724,0,17.24137931,13.79310345,24.13793103,10.34482759,62.06896552,6.896551724,28.57142857,3.571428571,58.62068966,10.34482759,5.676861702,17,56.66666667,2,6.666666667,72.4137931,0,31.03448276,6.896551724,44.82758621,0,37.93103448,13.79310345,68.96551724,0,17.24137931,13.79310345,24.13793103,10.34482759,62.06896552,6.896551724,28.57142857,3.571428571,58.62068966,10.34482759,2.97,12.77,36.17,51.06,100,100,100,23.71134021,23.71134021,2,2.06,6.06,0,0,0,22,52.06,66.67,2,7.73,6.06,4,24.23,12.12,49.48453608,49.48453608,5,9.79,15.15,4,8.25,12.12,8,31.96,24.24,9,12.89,27.27,6,22.68,18.18,3,9.28,9.09,41.75257732,22.68041237,41.75257732,22.68041237
SPC12667,2-SPC002.12,NA,1,10/1/2019,Riffle,Fall,Mountain,0,0,17.41,4.17,0,0,22.89,16.67,6.47,16.67,71.64,66.67,71.64,66.67,0,0,0,0,0,0,0,0,0,0,0,0,11.44,29.17,53.73,20.83,6.467661692,60.69651741,17.41293532,39.30348259,2.985074627,38.46153846,61.53846154,6.467661692,60.69651741,17.41293532,39.30348259,2.985074627,38.46153846,61.53846154,24,0,1,0,4,4,16,16,0,0,0,0,0,0,7,5,24,16,2,24,16,2,21,67.66,87.5,0,0,0,16,32.34,66.67,1,24.38,4.17,0,0,0,3,4.48,12.5,13,27.86,54.17,7,43.28,29.17,3,32.34,12.5,6.18,19,66.17,79.17,2,1.49,8.33,16,32.34,66.67,1,24.38,4.17,0,0,0,4,4.98,16.67,12,27.36,50,7,43.28,29.17,3,32.34,12.5,6.13,6.139175258,13,59.09090909,1,4.545454545,86.36363636,0,36.36363636,4.545454545,45.45454545,0,50,4.545454545,72.72727273,0,13.63636364,13.63636364,40.90909091,9.090909091,68.18181818,0,33.33333333,0,72.72727273,9.090909091,6.181649485,13,59.09090909,1,4.545454545,86.36363636,0,36.36363636,4.545454545,45.45454545,0,50,4.545454545,72.72727273,0,13.63636364,13.63636364,40.90909091,9.090909091,68.18181818,0,33.33333333,0,72.72727273,9.090909091,2.43,25.26,57.22,71.65,100,100,100,41.79104478,41.79104478,2,1.99,8.33,0,0,0,19,77.11,79.17,0,0,0,2,3.48,8.33,69.15422886,69.15422886,5,56.22,20.83,4,52.74,16.67,2,3.48,8.33,7,9.45,29.17,4,5.97,16.67,4,5.47,16.67,59.70149254,5.970149254,59.70149254,5.970149254
SPC11478,2-SPC002.83,NA,1,8/22/2018,Riffle,Fall,Mountain,0,0,4.95,3.7,0,0,21.78,18.52,18.32,14.81,70.79,59.26,70.3,55.56,0,0,0,0,0.5,3.7,2.97,7.41,0.5,3.7,2.48,3.7,35.15,22.22,16.83,18.52,18.31683168,44.05940594,4.95049505,50,8.910891089,19.35483871,54.83870968,18.31683168,44.05940594,4.95049505,50,8.910891089,19.35483871,54.83870968,27,0,1,0,5,4,16,15,0,0,1,2,1,1,6,5,27,15,4,27,15,4,21,72.77,77.78,1,1.98,3.7,17,54.95,62.96,2,2.97,7.41,0,0,0,3,17.33,11.11,14,37.62,51.85,8,42.08,29.63,5,25.25,18.52,5.49,20,61.88,74.07,2,12.87,7.41,17,54.95,62.96,2,2.97,7.41,1,1.98,3.7,4,19.31,14.81,12,33.66,44.44,8,42.08,29.63,5,25.25,18.52,5.34,5.619101124,14,56,2,8,70.83333333,0,33.33333333,8.333333333,37.5,0,41.66666667,16.66666667,70.83333333,0,20.83333333,16.66666667,33.33333333,12.5,50,8.333333333,30.43478261,4.347826087,54.16666667,12.5,5.411011236,14,56,2,8,70.83333333,0,33.33333333,8.333333333,37.5,0,41.66666667,16.66666667,70.83333333,0,20.83333333,16.66666667,33.33333333,12.5,50,8.333333333,30.43478261,4.347826087,54.16666667,12.5,2.86,15.73,37.08,50.56,100,100,100,24.75247525,24.75247525,2,0.99,7.41,0,0,0,19,77.72,70.37,2,3.96,7.41,1,9.41,3.7,55.94059406,55.94059406,5,29.7,18.52,4,15.84,14.81,3,12.38,11.11,5,17.33,18.52,9,13.86,33.33,3,18.81,11.11,42.07920792,13.86138614,42.07920792,13.86138614
SPC12668,2-SPC002.83,NA,1,10/1/2019,Riffle,Fall,Mountain,0.55,3.7,1.09,3.7,0.55,3.7,8.74,22.22,11.48,18.52,73.22,66.67,73.22,66.67,0,0,0,0,0,0,1.09,7.41,0,0,0.55,3.7,26.23,25.93,35.52,22.22,11.47540984,57.92349727,1.092896175,58.46994536,7.650273224,40.74074074,62.96296296,11.47540984,57.92349727,1.092896175,58.46994536,7.650273224,40.74074074,62.96296296,27,1,1,1,6,5,18,18,0,0,0,2,0,1,7,6,27,18,1,27,18,1,20,90.16,74.07,0,0,0,15,62.3,55.56,2,2.73,7.41,0,0,0,2,7.65,7.41,13,54.64,48.15,9,34.43,33.33,6,9.29,22.22,5.31,19,88.52,70.37,1,1.64,3.7,15,62.3,55.56,2,2.73,7.41,0,0,0,4,9.84,14.81,11,52.46,40.74,9,34.43,33.33,6,9.29,22.22,5.24,5.417724551,14,66.66666667,3,14.28571429,76.19047619,0,23.80952381,9.523809524,42.85714286,0,52.38095238,14.28571429,71.42857143,0,14.28571429,19.04761905,33.33333333,14.28571429,61.9047619,4.761904762,25,5,61.9047619,19.04761905,5.330898204,14,66.66666667,3,14.28571429,76.19047619,0,23.80952381,9.523809524,42.85714286,0,52.38095238,14.28571429,71.42857143,0,14.28571429,19.04761905,33.33333333,14.28571429,61.9047619,4.761904762,25,5,61.9047619,19.04761905,2.69,20.24,47.62,60.71,100,100,100,35.51912568,35.51912568,3,6.01,11.11,0,0,0,16,85.25,59.26,2,2.19,7.41,4,4.92,14.81,80.32786885,80.32786885,5,33.88,18.52,4,32.79,14.81,5,5.46,18.52,9,23.5,33.33,2,7.1,7.41,4,12.02,14.81,39.3442623,7.103825137,39.3442623,7.103825137
SPN19869,2-SPN005.08,Ref,1,10/22/2020,Riffle,Fall,Mountain,0,0,6.19,3.23,0.48,3.23,8.57,12.9,52.86,25.81,84.29,74.19,83.33,70.97,0,0,0,0,0.95,3.23,1.43,6.45,0.95,3.23,0,0,10.48,25.81,20,19.35,52.85714286,25.23809524,6.19047619,58.57142857,50.47619048,35.48387097,64.51612903,52.85714286,25.23809524,6.19047619,58.57142857,50.47619048,35.48387097,64.51612903,31,0,1,1,4,8,23,22,0,0,1,2,1,0,8,6,31,22,1,31,22,1,27,83.33,87.1,0,0,0,21,70,67.74,1,10,3.23,0,0,0,3,1.9,9.68,18,68.1,58.06,8,19.05,25.81,3,15.71,9.68,5.38,25,81.9,80.65,2,1.43,6.45,21,70,67.74,1,10,3.23,0,0,0,5,13.33,16.13,16,56.67,51.61,8,19.05,25.81,3,15.71,9.68,5.33,5.509312169,14,56,1,4,84,0,40,8,32,0,52,4,80,0,24,12,28,4,64,0,36,0,64,4,5.486031746,14,56,1,4,84,0,40,8,32,0,52,4,80,0,24,12,28,4,64,0,36,0,64,4,2.83,15.79,42.11,57.89,100,100,100,28.0952381,28.0952381,3,2.86,9.68,0,0,0,18,52.38,58.06,3,3.81,9.68,4,33.33,12.9,47.14285714,47.14285714,5,30.95,16.13,4,16.67,12.9,4,19.52,12.9,9,9.52,29.03,7,25.71,22.58,5,7.62,16.13,50.47619048,25.71428571,50.47619048,25.71428571
SPO19780,2-SPO002.00,Ref,1,10/22/2020,Riffle,Fall,Mountain,0,0,11.28,5.88,3.08,11.76,12.31,11.76,1.54,5.88,83.59,70.59,83.59,70.59,0,0,0,0,0,0,3.08,11.76,0,0,0,0,55.9,41.18,26.15,23.53,1.538461538,82.05128205,11.28205128,71.28205128,1.538461538,27.77777778,72.22222222,1.538461538,82.05128205,11.28205128,71.28205128,1.538461538,27.77777778,72.22222222,17,0,1,2,2,1,12,12,0,0,0,2,0,0,7,4,17,12,1,17,12,1,13,95.38,76.47,0,0,0,8,67.69,47.06,0,0,0,0,0,0,0,1.03,0,8,66.67,47.06,8,31.79,47.06,3,4.1,17.65,5.18,13,94.36,76.47,0,1.03,0,8,67.69,47.06,0,0,0,0,0,0,0,1.03,0,8,66.67,47.06,8,31.79,47.06,3,4.1,17.65,5.09,5.21539267,10,66.66666667,1,6.666666667,46.66666667,6.666666667,6.666666667,20,46.66666667,0,46.66666667,6.666666667,66.66666667,0,6.666666667,13.33333333,13.33333333,6.666666667,53.33333333,13.33333333,7.692307692,0,60,6.666666667,5.141675393,10,66.66666667,1,6.666666667,46.66666667,6.666666667,6.666666667,20,46.66666667,0,46.66666667,6.666666667,66.66666667,0,6.666666667,13.33333333,13.33333333,6.666666667,53.33333333,13.33333333,7.692307692,0,60,6.666666667,2.24,26.04,55.73,75,100,100,100,41.53846154,41.53846154,0,0,0,0,0,0,11,57.95,64.71,4,29.74,23.53,0,0,0,56.92307692,56.92307692,3,21.03,17.65,2,20,11.76,3,4.62,17.65,4,16.92,23.53,1,1.03,5.88,4,44.62,23.53,25.64102564,1.025641026,25.64102564,1.025641026
STH2385,2-STH000.21,Ref,1,10/19/2011,Riffle,Fall,Mountain,0,0,0.5,4.35,0,0,0.5,4.35,35,26.09,67,60.87,66,52.17,0,0,1.5,4.35,11,4.35,13,13.04,1,8.7,0,0,1.5,13.04,29.5,13.04,35,25.5,0.5,30,35,28,48,35,25.5,0.5,30,35,26.92307692,46.15384615,23,0,1,0,1,6,14,12,0,1,1,3,2,0,3,3,23,12,3,23,12,3,19,70,82.61,0,0,0,14,53.5,60.87,1,22,4.35,0,0,0,2,1,8.7,12,52.5,52.17,7,24,30.43,3,29.5,13.04,5.93,18,69.5,78.26,2,1,8.7,14,53.5,60.87,1,22,4.35,0,0,0,4,2,17.39,10,51.5,43.48,8,24.5,34.78,3,29.5,13.04,5.94,5.985901639,8,42.10526316,1,5.263157895,55.55555556,0,61.11111111,0,16.66666667,0,44.44444444,16.66666667,55.55555556,0,33.33333333,11.11111111,27.77777778,5.555555556,61.11111111,5.555555556,41.17647059,0,55.55555556,16.66666667,6.044782609,8,42.10526316,1,5.263157895,55.55555556,0,61.11111111,0,16.66666667,0,44.44444444,16.66666667,55.55555556,0,33.33333333,11.11111111,27.77777778,5.555555556,61.11111111,5.555555556,41.17647059,0,55.55555556,16.66666667,2.27,23.91,57.07,78.8,100,100,100,39,39,1,0.5,4.35,0,0,0,17,79.5,73.91,0,0,0,1,17,4.35,74,74,4,46.5,17.39,3,29.5,13.04,3,3.5,13.04,5,2.5,21.74,7,44,30.43,0,0,0,50,44,50,44
