BENSAMPID,StationID,RefStress,RepNum,CollectionDate,Gradient,Season,BioRegion,AMPHPIND,AMPHPTAX,CHIRPIND,CHIRPTAX,CRUSPIND,CRUSPTAX,DIPTPIND,DIPTPTAX,EPHEPIND,EPHEPTAX,EPOTPIND,EPOTPTAX,EPT_PIND,EPT_PTAX,HEMIPIND,HEMIPTAX,MITEPIND,MITEPTAX,MOLLPIND,MOLLPTAX,NOINPIND,NOINPTAX,ODONPIND,ODONPTAX,OLLEPIND,OLLEPTAX,PLECPIND,PLECPTAX,TRICPIND,TRICPTAX,%Ephem,%PT - Hydropsychidae,%Chiro,%EPT-H+C,%Ephem-B,%EPT45,%EPT65,gregTol_%Ephem,gregTol_%PT - Hydropsychidae,gregTol_%Chiro,gregTol_%EPT-H+C,gregTol_%Ephem-B,gregTol_%EPT45,gregTol_%EPT65,TOTLNTAX,AMPHNTAX,CHIRNTAX,CRUSNTAX,DIPTNTAX,EPHENTAX,EPOTNTAX,EPT_NTAX,HEMINTAX,MITENTAX,MOLLNTAX,NOINNTAX,ODONNTAX,OLLENTAX,PLECNTAX,TRICNTAX,Genus Total Taxa,Genus EPT Taxa,Elmid,gregTol_Genus Total Taxa,gregTol_Genus EPT Taxa,gregTol_Elmid,FACLNTAX,FACLPIND,FACLPTAX,INTLNTAX,INTLPIND,INTLPTAX,NTOLNTAX,NTOLPIND,NTOLPTAX,STOLNTAX,STOLPIND,STOLPTAX,TL01NTAX,TL01PIND,TL01PTAX,TL23NTAX,TL23PIND,TL23PTAX,TL45NTAX,TL45PIND,TL45PTAX,TL67NTAX,TL67PIND,TL67PTAX,TOLRNTAX,TOLRPIND,TOLRPTAX,WTD_TV,gregTol_FACLNTAX,gregTol_FACLPIND,gregTol_FACLPTAX,gregTol_INTLNTAX,gregTol_INTLPIND,gregTol_INTLPTAX,gregTol_NTOLNTAX,gregTol_NTOLPIND,gregTol_NTOLPTAX,gregTol_STOLNTAX,gregTol_STOLPIND,gregTol_STOLPTAX,gregTol_TL01NTAX,gregTol_TL01PIND,gregTol_TL01PTAX,gregTol_TL23NTAX,gregTol_TL23PIND,gregTol_TL23PTAX,gregTol_TL45NTAX,gregTol_TL45PIND,gregTol_TL45PTAX,gregTol_TL67NTAX,gregTol_TL67PIND,gregTol_TL67PTAX,gregTol_TOLRNTAX,gregTol_TOLRPIND,gregTol_TOLRPTAX,gregTol_WTD_TV,Genus HBI,BCGatt2&3,%BCGatt2&3,BCGatt5,%BCGatt5,%BCG_DO_att2&3,%BCG_DO_att5,%BCG_Acidity_att2&3,%BCG_Acidity_att5,%BCG_Alkalinity_att2&3,%BCG_Alkalinity_att5,%BCG_spCond_att2&3,%BCG_spCond_att5,%BCG_Chloride_att2&3,%BCG_Chloride_att5,%BCG_Sulfate_att2&3,%BCG_Sulfate_att5,%BCG_TNTP_att2&3,%BCG_TNTP_att5,%BCG_totHab_att2&3,%BCG_totHab_att5,%BCG_RBS_att2&3,%BCG_RBS_att5,%BCG_pctIMP_att2&3,%BCG_pctIMP_att5,gregTol_Genus HBI,gregTol_BCGatt2&3,gregTol_%BCGatt2&3,gregTol_BCGatt5,gregTol_%BCGatt5,gregTol_%BCG_DO_att2&3,gregTol_%BCG_DO_att5,gregTol_%BCG_Acidity_att2&3,gregTol_%BCG_Acidity_att5,gregTol_%BCG_Alkalinity_att2&3,gregTol_%BCG_Alkalinity_att5,gregTol_%BCG_spCond_att2&3,gregTol_%BCG_spCond_att5,gregTol_%BCG_Chloride_att2&3,gregTol_%BCG_Chloride_att5,gregTol_%BCG_Sulfate_att2&3,gregTol_%BCG_Sulfate_att5,gregTol_%BCG_TNTP_att2&3,gregTol_%BCG_TNTP_att5,gregTol_%BCG_totHab_att2&3,gregTol_%BCG_totHab_att5,gregTol_%BCG_RBS_att2&3,gregTol_%BCG_RBS_att5,gregTol_%BCG_pctIMP_att2&3,gregTol_%BCG_pctIMP_att5,HPRIME,DOM1PIND,DOM3PIND,DOM5PIND,CHIRDOM1PIND,CHIRDOM3PIND,CHIRDOM5PIND,Genus %2 Dominant,gregTol_Genus %2 Dominant,BURRNTAX,BURRPIND,BURRPTAX,CLMBNTAX,CLMBPIND,CLMBPTAX,CLNGNTAX,CLNGPIND,CLNGPTAX,SPWLNTAX,SPWLPIND,SPWLPTAX,SWIMNTAX,SWIMPIND,SWIMPTAX,%Clinger-HS,gregTol_%Clinger-HS,COFINTAX,COFIPIND,COFIPTAX,COFITRICNTAX,COFITRICPIND,COFITRICPTAX,COGANTAX,COGAPIND,COGAPTAX,PREDNTAX,PREDPIND,PREDPTAX,SCRPNTAX,SCRPPIND,SCRPPTAX,SHRDNTAX,SHRDPIND,SHRDPTAX,%Collector,%GenusScraper,gregTol_%Collector,gregTol_%GenusScraper
BUL6255,1ABUL025.94,Str,1,9/16/2014,Riffle,Fall,Piedmont,0,0,10.63,5.88,0,0,11.11,11.76,22.71,11.76,58.45,35.29,57.49,29.41,0,0,0,0,0.97,11.76,1.93,17.65,0.97,5.88,0,0,0,0,34.78,17.65,22.70531401,34.7826087,10.62801932,30.43478261,11.5942029,0,22.22222222,22.70531401,34.7826087,10.62801932,30.43478261,11.5942029,0,22.22222222,17,0,1,0,2,2,6,5,0,0,2,3,1,0,0,3,17,5,3,17,5,3,13,67.63,76.47,0,0,0,7,39.13,41.18,2,25.6,11.76,0,0,0,0,0,0,7,39.13,41.18,8,35.27,47.06,4,32.37,23.53,6.32,13,67.63,76.47,0,0,0,7,39.13,41.18,2,25.6,11.76,0,0,0,0,0,0,7,39.13,41.18,8,35.27,47.06,4,32.37,23.53,6.32,6.229408867,1,7.142857143,1,7.142857143,35.71428571,0,57.14285714,0,21.42857143,0,7.142857143,28.57142857,28.57142857,0,7.142857143,21.42857143,7.142857143,21.42857143,35.71428571,14.28571429,15.38461538,0,28.57142857,35.71428571,6.342118227,1,7.142857143,1,7.142857143,35.71428571,0,57.14285714,0,21.42857143,0,7.142857143,28.57142857,28.57142857,0,7.142857143,21.42857143,7.142857143,21.42857143,35.71428571,14.28571429,15.38461538,0,28.57142857,35.71428571,2.16,25.62,57.14,77.34,100,100,100,44.44444444,44.44444444,0,0,0,0,0,0,10,61.35,58.82,3,4.35,17.65,2,22.71,11.76,60.86956522,60.86956522,6,44.44,35.29,2,31.4,11.76,4,13.04,23.53,3,2.9,17.65,3,28.99,17.65,0,0,0,57.48792271,28.98550725,57.48792271,28.98550725
BUL7117,1ABUL025.94,Str,1,4/6/2015,Riffle,Spring,Piedmont,0,0,40,5.26,0,0,48.78,21.05,4.39,21.05,15.61,47.37,14.63,42.11,0,0,0,0,0.98,5.26,0.98,5.26,0.98,5.26,0,0,0,0,10.24,21.05,4.390243902,10.24390244,40,10.73170732,4.390243902,0,26.31578947,4.390243902,10.24390244,40,10.73170732,4.390243902,0,26.31578947,19,0,1,0,4,4,9,8,0,0,1,1,1,0,0,4,19,8,3,19,8,3,15,68.78,78.95,0,0,0,9,22.44,47.37,1,3.9,5.26,0,0,0,0,0,0,9,22.44,47.37,9,73.66,47.37,4,31.22,21.05,6.49,15,68.78,78.95,0,0,0,9,22.44,47.37,1,3.9,5.26,0,0,0,0,0,0,9,22.44,47.37,9,73.66,47.37,4,31.22,21.05,6.49,6.474878049,2,13.33333333,1,6.666666667,26.66666667,6.666666667,40,0,26.66666667,0,26.66666667,13.33333333,33.33333333,0,20,6.666666667,13.33333333,13.33333333,33.33333333,6.666666667,7.142857143,14.28571429,40,40,6.485219512,2,13.33333333,1,6.666666667,26.66666667,6.666666667,40,0,26.66666667,0,26.66666667,13.33333333,33.33333333,0,20,6.666666667,13.33333333,13.33333333,33.33333333,6.666666667,7.142857143,14.28571429,40,40,1.92,40,73.17,83.41,100,100,100,64.3902439,64.3902439,1,0.49,5.26,1,0.49,5.26,12,52.68,63.16,3,4.39,15.79,1,1.95,5.26,44.3902439,44.3902439,6,18.54,31.58,2,7.32,10.53,3,1.95,15.79,2,1.46,10.53,5,37.07,26.32,2,0.98,10.53,20.48780488,37.07317073,20.48780488,37.07317073
BUL7662,1ABUL025.94,Str,1,10/9/2015,Riffle,Fall,Piedmont,0,0,8.78,4.35,0,0,10.24,13.04,17.07,21.74,49.76,39.13,49.27,34.78,0,0,0,0,1.46,4.35,2.44,8.7,0.49,4.35,0,0,0,0,32.2,13.04,17.07317073,32.19512195,8.780487805,35.12195122,16.58536585,0,26.08695652,17.07317073,32.19512195,8.780487805,35.12195122,16.58536585,0,26.08695652,23,0,1,0,3,5,9,8,0,0,1,2,1,0,0,3,23,8,5,23,8,5,19,68.29,82.61,0,0,0,11,53.66,47.83,2,15.61,8.7,0,0,0,0,0,0,11,53.66,47.83,10,30.73,43.48,4,31.71,17.39,6.12,19,68.29,82.61,0,0,0,11,53.66,47.83,2,15.61,8.7,0,0,0,0,0,0,11,53.66,47.83,10,30.73,43.48,4,31.71,17.39,6.12,6.056292683,2,10,2,10,35,0,50,0,25,0,15,25,30,0,15,20,5,10,25,10,10.52631579,0,30,35,6.118536585,2,10,2,10,35,0,50,0,25,0,15,25,30,0,15,20,5,10,25,10,10.52631579,0,30,35,2.34,16.59,48.78,75.61,100,100,100,33.17073171,33.17073171,1,0.98,4.35,0,0,0,15,57.56,65.22,3,18.54,13.04,2,13.17,8.7,57.56097561,57.56097561,4,29.76,17.39,2,15.61,8.7,6,3.9,26.09,4,3.41,17.39,6,52.68,26.09,2,1.46,8.7,33.65853659,52.68292683,33.65853659,52.68292683
CAX4969,1ACAX004.57,Str,1,6/6/2013,Riffle,Spring,Piedmont,0,0,11.35,3.85,1.08,3.85,13.51,11.54,40,34.62,72.43,61.54,72.43,61.54,0,0,0,0,0,0,1.62,7.69,0,0,0,0,14.05,15.38,18.38,11.54,40,28.64864865,11.35135135,55.67567568,22.16216216,23.07692308,46.15384615,40,28.64864865,11.35135135,55.67567568,22.16216216,23.07692308,46.15384615,26,0,1,1,3,9,16,16,0,0,0,2,0,0,4,3,26,16,4,26,16,4,20,69.19,76.92,0,0,0,15,40.54,57.69,1,12.43,3.85,0,0,0,2,2.16,7.69,13,38.38,50,10,46.49,38.46,6,30.27,23.08,6.17,18,67.03,69.23,2,2.16,7.69,15,40.54,57.69,1,12.43,3.85,0,0,0,2,2.16,7.69,13,38.38,50,10,46.49,38.46,6,30.27,23.08,6.13,6.170271739,6,27.27272727,1,4.545454545,54.54545455,0,63.63636364,0,22.72727273,0,27.27272727,13.63636364,54.54545455,0,18.18181818,18.18181818,9.090909091,13.63636364,40.90909091,4.545454545,27.27272727,4.545454545,50,22.72727273,6.165815217,6,27.27272727,1,4.545454545,54.54545455,0,63.63636364,0,22.72727273,0,27.27272727,13.63636364,54.54545455,0,18.18181818,18.18181818,9.090909091,13.63636364,40.90909091,4.545454545,27.27272727,4.545454545,50,22.72727273,2.65,15.22,40.22,61.41,100,100,100,27.56756757,27.56756757,1,0.54,3.85,0,0,0,16,57.84,61.54,1,0.54,3.85,5,28.11,19.23,52.43243243,52.43243243,4,27.57,15.38,2,16.22,7.69,9,26.49,34.62,5,14.59,19.23,6,19.46,23.08,1,0.54,3.85,54.05405405,19.45945946,54.05405405,19.45945946
CAX5217,1ACAX004.57,Str,1,9/13/2013,Riffle,Fall,Piedmont,0.55,3.57,12.71,3.57,2.21,7.14,13.81,7.14,17.68,25,57.46,46.43,57.46,46.43,0,0,2.21,3.57,3.87,7.14,8.29,17.86,0,0,0,0,12.15,7.14,27.62,14.29,17.67955801,35.35911602,12.70718232,46.96132597,7.182320442,17.85714286,28.57142857,17.67955801,35.35911602,12.70718232,46.96132597,7.182320442,17.85714286,28.57142857,28,1,1,2,2,7,13,13,0,1,2,5,0,0,2,4,28,13,5,28,13,5,21,73.48,75,0,0,0,12,20.44,42.86,3,7.18,10.71,0,0,0,2,1.1,7.14,10,19.34,35.71,13,72.38,46.43,7,26.52,25,6.39,20,72.93,71.43,1,0.55,3.57,12,20.44,42.86,3,7.18,10.71,0,0,0,2,1.1,7.14,10,19.34,35.71,13,72.38,46.43,7,26.52,25,6.37,6.38359116,4,16.66666667,2,8.333333333,39.13043478,8.695652174,60.86956522,8.695652174,34.7826087,0,17.39130435,21.73913043,34.7826087,4.347826087,4.347826087,17.39130435,21.73913043,13.04347826,34.7826087,17.39130435,13.63636364,4.545454545,34.7826087,30.43478261,6.367127072,4,16.66666667,2,8.333333333,39.13043478,8.695652174,60.86956522,8.695652174,34.7826087,0,17.39130435,21.73913043,34.7826087,4.347826087,4.347826087,17.39130435,21.73913043,13.04347826,34.7826087,17.39130435,13.63636364,4.545454545,34.7826087,30.43478261,2.73,16.57,40.88,60.22,100,100,100,29.28176796,29.28176796,1,1.1,3.57,1,0.55,3.57,15,63.54,53.57,4,7.18,14.29,5,12.71,17.86,59.1160221,59.1160221,5,29.28,17.86,3,27.07,10.71,11,20.99,39.29,3,17.68,10.71,4,14.92,14.29,3,2.21,10.71,50.27624309,14.91712707,50.27624309,14.91712707
GOO1702,1AGOO030.75,Str,1,6/8/2011,Riffle,Spring,Piedmont,0,0,0.54,5.56,0.54,5.56,0.54,5.56,78.26,38.89,92.93,66.67,92.93,66.67,0,0,0,0,0,0,1.09,11.11,0,0,0.54,5.56,13.04,16.67,1.63,11.11,78.26086957,14.67391304,0.543478261,91.84782609,75.54347826,27.77777778,55.55555556,78.26086957,14.67391304,0.543478261,91.84782609,75.54347826,27.77777778,55.55555556,18,0,1,1,1,7,12,12,0,0,0,2,0,1,3,2,18,12,2,18,12,2,15,97.28,83.33,0,0,0,11,95.11,61.11,2,1.63,11.11,0,0,0,1,4.89,5.56,10,90.22,55.56,5,3.26,27.78,3,2.72,16.67,4.99,14,92.39,77.78,1,4.89,5.56,11,95.11,61.11,2,1.63,11.11,0,0,0,2,5.43,11.11,9,89.67,50,5,3.26,27.78,3,2.72,16.67,4.94,4.989130435,6,37.5,2,12.5,50,0,56.25,0,31.25,0,31.25,18.75,56.25,0,18.75,6.25,18.75,12.5,50,12.5,18.75,6.25,62.5,25,4.942826087,6,37.5,2,12.5,50,0,56.25,0,31.25,0,31.25,18.75,56.25,0,18.75,6.25,18.75,12.5,50,12.5,18.75,6.25,62.5,25,1.5,62.5,80.43,89.13,100,100,100,72.82608696,72.82608696,0,0,0,0,0,0,10,29.35,55.56,0,0,0,5,69.02,27.78,29.34782609,29.34782609,3,64.13,16.67,2,1.63,11.11,7,15.22,38.89,4,16.85,22.22,3,3.26,16.67,0,0,0,79.34782609,3.260869565,79.34782609,3.260869565
GOO4834,1AGOO039.63,Str,1,5/6/2013,Riffle,Spring,Piedmont,0,0,2.2,3.7,0,0,15.93,14.81,66.48,29.63,79.12,62.96,78.57,59.26,0,0,0,0,1.1,3.7,1.1,3.7,0.55,3.7,0,0,7.69,11.11,4.4,18.52,66.48351648,9.89010989,2.197802198,76.37362637,48.9010989,29.62962963,51.85185185,66.48351648,9.89010989,2.197802198,76.37362637,48.9010989,29.62962963,51.85185185,27,0,1,0,4,8,17,16,0,0,1,1,1,0,3,5,27,16,2,27,16,2,22,82.42,81.48,1,1.1,3.7,17,68.68,62.96,1,1.1,3.7,0,0,0,4,9.89,14.81,13,58.79,48.15,9,30.22,33.33,4,16.48,14.81,5.18,20,74.18,74.07,3,9.34,11.11,17,68.68,62.96,1,1.1,3.7,1,1.1,3.7,4,9.34,14.81,12,58.24,44.44,9,30.22,33.33,4,16.48,14.81,5.09,5.18978022,9,36,1,4,64,0,64,0,36,0,44,12,68,0,24,20,36,8,52,4,29.16666667,0,58.33333333,16.66666667,5.087582418,9,36,1,4,64,0,64,0,36,0,44,12,68,0,24,20,36,8,52,4,29.16666667,0,58.33333333,16.66666667,2.53,24.73,50.55,67.58,100,100,100,37.91208791,37.91208791,2,1.1,7.41,0,0,0,17,60.44,62.96,3,5.49,11.11,4,30.77,14.81,45.6043956,45.6043956,7,30.77,25.93,4,3.85,14.81,4,42.31,14.81,5,5.49,18.52,7,14.29,25.93,3,4.95,11.11,73.07692308,14.28571429,73.07692308,14.28571429
GOO8492,1AGOO044.36,Str,1,6/1/2016,Riffle,Spring,Piedmont,0,0,25.53,3.7,0,0,37.77,14.81,45.74,33.33,52.66,55.56,52.66,55.56,0,0,0.53,3.7,0,0,2.13,7.41,0,0,1.6,3.7,4.26,7.41,2.66,14.81,45.74468085,6.914893617,25.53191489,51.59574468,30.31914894,25.92592593,48.14814815,45.74468085,6.914893617,25.53191489,51.59574468,30.31914894,25.92592593,48.14814815,27,0,1,0,4,9,15,15,0,1,0,2,0,1,2,4,27,15,4,27,15,4,22,85.11,81.48,0,0,0,17,54.79,62.96,2,2.66,7.41,0,0,0,2,1.06,7.41,15,53.72,55.56,8,42.55,29.63,5,14.89,18.52,5.62,20,84.04,74.07,2,1.06,7.41,17,54.79,62.96,2,2.66,7.41,0,0,0,3,1.6,11.11,14,53.19,51.85,8,42.55,29.63,5,14.89,18.52,5.59,5.618723404,8,36.36363636,2,9.090909091,52.38095238,0,61.9047619,0,38.0952381,0,28.57142857,19.04761905,61.9047619,0,14.28571429,14.28571429,23.80952381,14.28571429,52.38095238,9.523809524,19.04761905,4.761904762,61.9047619,19.04761905,5.588829787,8,36.36363636,2,9.090909091,52.38095238,0,61.9047619,0,38.0952381,0,28.57142857,19.04761905,61.9047619,0,14.28571429,14.28571429,23.80952381,14.28571429,52.38095238,9.523809524,19.04761905,4.761904762,61.9047619,19.04761905,2.54,25.53,49.47,69.15,100,100,100,38.29787234,38.29787234,1,0.53,3.7,0,0,0,18,42.55,66.67,0,0,0,5,29.26,18.52,31.38297872,31.38297872,5,26.06,18.52,3,2.13,11.11,9,33.51,33.33,4,5.85,14.81,6,6.38,22.22,1,2.13,3.7,59.57446809,6.382978723,59.57446809,6.382978723
GOO9378,1AGOO044.36,Str,1,10/24/2016,Riffle,Fall,Piedmont,0,0,0.98,4,0,0,3.9,12,46.83,16,83.41,52,82.93,48,0,0,0,0,1.46,8,1.46,8,0.49,4,0,0,14.63,4,21.46,28,46.82926829,32.68292683,0.975609756,67.31707317,41.46341463,8,32,46.82926829,32.68292683,0.975609756,67.31707317,41.46341463,12,32,25,0,1,0,3,4,13,12,0,0,2,2,1,0,1,7,25,12,4,25,12,4,20,80.98,80,0,0,0,13,71.22,52,2,12.68,8,0,0,0,1,0.98,4,12,70.24,48,10,16.1,40,5,19.02,20,5.72,20,80.98,80,0,0,0,13,71.22,52,2,12.68,8,0,0,0,2,1.95,8,11,69.27,44,10,16.1,40,5,19.02,20,5.71,5.685853659,3,13.63636364,1,4.545454545,50,0,68.18181818,0,31.81818182,0,18.18181818,18.18181818,50,0,9.090909091,18.18181818,13.63636364,18.18181818,36.36363636,4.545454545,19.04761905,0,36.36363636,27.27272727,5.71404878,3,13.63636364,1,4.545454545,50,0,68.18181818,0,31.81818182,0,18.18181818,18.18181818,50,0,9.090909091,18.18181818,13.63636364,18.18181818,36.36363636,4.545454545,19.04761905,0,36.36363636,27.27272727,2.42,21.46,56.1,72.68,100,100,100,41.46341463,41.46341463,1,0.49,4,1,0.49,4,17,57.56,68,2,15.12,8,3,25.37,12,51.70731707,51.70731707,6,41.95,24,3,19.02,12,4,11.22,16,3,1.95,12,7,27.32,28,4,16.59,16,53.17073171,27.31707317,53.17073171,27.31707317
GOO9665,1AGOO044.36,Str,1,4/3/2017,Riffle,Spring,Piedmont,0,0,1.41,6.25,0,0,3.29,12.5,77.46,56.25,96.71,87.5,96.71,87.5,0,0,0,0,0,0,0,0,0,0,0,0,17.37,18.75,1.88,12.5,77.46478873,19.24882629,1.408450704,96.71361502,72.30046948,56.25,87.5,77.46478873,19.24882629,1.408450704,96.71361502,72.30046948,56.25,87.5,16,0,1,0,2,9,14,14,0,0,0,0,0,0,3,2,16,14,0,16,14,0,14,93.43,87.5,1,4.69,6.25,14,96.71,87.5,0,0,0,0,0,0,6,10.8,37.5,8,85.92,50,2,3.29,12.5,1,1.88,6.25,4.29,11,89.2,68.75,4,8.92,25,14,96.71,87.5,0,0,0,1,4.69,6.25,5,6.1,31.25,8,85.92,50,2,3.29,12.5,1,1.88,6.25,4.16,4.292394366,8,57.14285714,0,0,78.57142857,0,78.57142857,0,57.14285714,0,64.28571429,0,100,0,42.85714286,7.142857143,50,7.142857143,78.57142857,0,33.33333333,0,85.71428571,0,4.161126761,8,57.14285714,0,0,78.57142857,0,78.57142857,0,57.14285714,0,64.28571429,0,100,0,42.85714286,7.142857143,50,7.142857143,78.57142857,0,33.33333333,0,85.71428571,0,1.57,59.62,78.4,85.92,100,100,100,73.70892019,73.70892019,0,0,0,0,0,0,10,74.65,62.5,1,14.08,6.25,4,9.86,25,72.76995305,72.76995305,2,6.57,12.5,0,0,0,4,62.91,25,2,3.29,12.5,5,10.8,31.25,2,15.02,12.5,69.48356808,10.79812207,69.48356808,10.79812207
GOO10196,1AGOO044.36,Str,1,10/5/2017,Riffle,Fall,Piedmont,0,0,32.51,4.17,0,0,41.38,20.83,31.53,20.83,39.9,37.5,39.9,37.5,0,0,2.96,4.17,4.93,12.5,10.84,20.83,0,0,0,0,0.49,4.17,7.88,12.5,31.5270936,7.389162562,32.51231527,29.06403941,30.04926108,11.11111111,33.33333333,31.5270936,7.389162562,32.51231527,29.06403941,30.04926108,11.11111111,33.33333333,24,0,1,0,5,5,9,9,0,1,3,5,0,0,1,3,24,9,4,24,9,4,19,87.68,79.17,0,0,0,12,44.83,50,2,3.45,8.33,0,0,0,1,1.48,4.17,11,43.35,45.83,10,51.72,41.67,5,12.32,20.83,5.9,19,87.68,79.17,0,0,0,12,44.83,50,2,3.45,8.33,0,0,0,2,2.96,8.33,10,41.87,41.67,10,51.72,41.67,5,12.32,20.83,5.89,5.947434555,4,19.04761905,3,14.28571429,55,5,60,0,25,0,25,20,45,0,20,25,15,15,40,5,10.52631579,0,35,20,5.947015707,4,19.04761905,3,14.28571429,55,5,60,0,25,0,25,20,45,0,20,25,15,15,40,5,10.52631579,0,35,20,2.3,34.55,61.78,73.3,100,100,100,48.76847291,48.76847291,1,0.49,4.17,0,0,0,13,40.89,54.17,3,1.97,12.5,3,17.73,12.5,32.51231527,32.51231527,5,31.03,20.83,2,6.4,8.33,7,10.34,29.17,2,0.99,8.33,5,19.7,20.83,3,2.46,12.5,41.37931034,19.7044335,41.37931034,19.7044335
LIV8493,1ALIV004.78,Str,1,5/26/2016,Riffle,Spring,Piedmont,0.53,3.45,34.76,3.45,0.53,3.45,36.9,13.79,27.81,34.48,55.08,55.17,54.55,51.72,0,0,0.53,3.45,1.6,6.9,3.21,17.24,0.53,3.45,0.53,3.45,2.14,3.45,24.6,13.79,27.80748663,24.59893048,34.75935829,31.01604278,23.52941176,13.79310345,41.37931034,27.80748663,24.59893048,34.75935829,31.01604278,23.52941176,13.79310345,41.37931034,29,1,1,1,4,10,16,15,0,1,2,5,1,1,1,4,29,15,3,29,15,3,21,72.73,72.41,0,0,0,15,33.69,51.72,3,21.39,10.34,0,0,0,1,0.53,3.45,14,33.16,48.28,10,44.39,34.48,7,26.74,24.14,6.28,20,72.19,68.97,1,0.53,3.45,15,33.69,51.72,3,21.39,10.34,0,0,0,1,0.53,3.45,14,33.16,48.28,10,44.39,34.48,7,26.74,24.14,6.27,6.248423913,4,17.39130435,2,8.695652174,54.54545455,0,50,0,22.72727273,0,13.63636364,22.72727273,50,0,13.63636364,9.090909091,9.090909091,18.18181818,40.90909091,13.63636364,9.090909091,9.090909091,36.36363636,31.81818182,6.318097826,4,17.39130435,2,8.695652174,54.54545455,0,50,0,22.72727273,0,13.63636364,22.72727273,50,0,13.63636364,9.090909091,9.090909091,18.18181818,40.90909091,13.63636364,9.090909091,9.090909091,36.36363636,31.81818182,2.18,35.14,72.97,77.3,100,100,100,54.54545455,54.54545455,2,1.07,6.9,0,0,0,16,38.5,55.17,2,1.6,6.9,6,22.99,20.69,35.29411765,35.29411765,6,43.85,20.69,3,24.06,10.34,11,10.16,37.93,3,3.21,10.34,5,5.35,17.24,1,0.53,3.45,54.01069519,5.347593583,54.01069519,5.347593583
LIV8973,1ALIV004.78,Str,1,9/22/2016,Riffle,Fall,Piedmont,0,0,10.15,5,0,0,10.15,5,34.01,15,42.64,40,42.64,40,0,0,4.06,5,1.52,10,31.98,25,0,0,25.38,5,0,0,8.63,25,34.01015228,8.629441624,10.15228426,34.5177665,32.99492386,9.523809524,33.33333333,34.01015228,8.629441624,10.15228426,34.5177665,32.99492386,9.523809524,33.33333333,20,0,1,0,1,3,8,8,0,1,2,5,0,1,0,5,20,8,4,20,8,4,16,65.48,80,0,0,0,9,41.12,45,3,32.49,15,0,0,0,1,0.51,5,8,40.61,40,8,26.4,40,4,34.52,20,6.6,16,65.48,80,0,0,0,9,41.12,45,3,32.49,15,0,0,0,1,0.51,5,8,40.61,40,8,26.4,40,4,34.52,20,6.6,6.616683938,2,11.11111111,3,16.66666667,35.29411765,5.882352941,52.94117647,0,35.29411765,0,17.64705882,29.41176471,29.41176471,5.882352941,17.64705882,17.64705882,11.76470588,17.64705882,35.29411765,17.64705882,6.666666667,6.666666667,29.41176471,29.41176471,6.643626943,2,11.11111111,3,16.66666667,35.29411765,5.882352941,52.94117647,0,35.29411765,0,17.64705882,29.41176471,29.41176471,5.882352941,17.64705882,17.64705882,11.76470588,17.64705882,35.29411765,17.64705882,6.666666667,6.666666667,29.41176471,29.41176471,2.29,25.91,57.51,74.09,100,100,100,45.17766497,45.17766497,0,0,0,2,1.52,10,11,36.04,55,0,0,0,2,20.81,10,36.04060914,36.04060914,3,26.4,15,2,6.6,10,6,32.49,30,3,3.55,15,5,22.84,25,1,0.51,5,58.88324873,22.84263959,58.88324873,22.84263959
LIV4835,1ALIV004.79,Str,1,5/22/2013,Riffle,Spring,Piedmont,0,0,20,2.86,0.5,2.86,22.5,5.71,44.5,40,54.5,60,52,54.29,0,0,0,0,2,5.71,3,11.43,2.5,5.71,0.5,2.86,6.5,8.57,1,5.71,44.5,7.5,20,51.5,39.5,25,50,44.5,7.5,20,51.5,39.5,25,50,35,0,1,1,2,14,21,19,0,0,2,4,2,1,3,2,35,19,3,35,19,3,30,86.5,85.71,0,0,0,22,60.5,62.86,2,1,5.71,0,0,0,2,1.5,5.71,20,59,57.14,11,38.5,31.43,5,13.5,14.29,5.64,29,85.5,82.86,1,1,2.86,22,60.5,62.86,2,1,5.71,0,0,0,3,2,8.57,19,58.5,54.29,11,38.5,31.43,5,13.5,14.29,5.61,5.643115578,8,25.80645161,1,3.225806452,38.70967742,0,58.06451613,0,32.25806452,0,38.70967742,12.90322581,54.83870968,0,22.58064516,9.677419355,19.35483871,9.677419355,48.38709677,9.677419355,16.66666667,6.666666667,48.38709677,19.35483871,5.61839196,8,25.80645161,1,3.225806452,38.70967742,0,58.06451613,0,32.25806452,0,38.70967742,12.90322581,54.83870968,0,22.58064516,9.677419355,19.35483871,9.677419355,48.38709677,9.677419355,16.66666667,6.666666667,48.38709677,19.35483871,2.85,20.1,42.71,58.29,100,100,100,33,33,2,1.5,5.71,0,0,0,22,56,62.86,3,2,8.57,5,19.5,14.29,53.5,53.5,5,17,14.29,2,1,5.71,13,29,37.14,7,10,20,7,19,20,2,5,5.71,46,19,46,19
