"METRIC","KW_stat","KW_pval","BoxScore"
"NTOLPTAX",83.57,0,3
"STOLNTAX",18.13,0,1
"STOLPIND",38.24,0,2
"STOLPTAX",77.03,0,3
"TL01NTAX",NA,NA,0
"TL01PIND",NA,NA,0
"TL01PTAX",NA,NA,0
"TL23NTAX",16.07,1e-04,0
"TL23PIND",16.08,1e-04,0
"TL23PTAX",16.04,1e-04,0
"TL45NTAX",97.56,0,3
"TL45PIND",71.45,0,3
"TL45PTAX",81.54,0,3
"TL67NTAX",56.69,0,2
"TL67PIND",8.44,0.0037,0
"TL67PTAX",2.55,0.1101,0
"TOLRNTAX",0.01,0.9154,0
"TOLRPIND",23.13,0,1
"TOLRPTAX",88.66,0,3
"WTD_TV",68.35,0,3
"gregTol_FACLNTAX",102.12,0,3
"gregTol_FACLPIND",21.28,0,1
"gregTol_FACLPTAX",90.36,0,3
"gregTol_INTLNTAX",12.83,3e-04,0
"gregTol_INTLPIND",12.89,3e-04,0
"gregTol_INTLPTAX",12.78,4e-04,0
"gregTol_NTOLNTAX",97.44,0,3
"gregTol_NTOLPIND",72.21,0,3
"gregTol_NTOLPTAX",83.57,0,3
"gregTol_STOLNTAX",18.13,0,1
"gregTol_STOLPIND",38.24,0,2
"gregTol_STOLPTAX",77.03,0,3
"gregTol_TL01NTAX",0.62,0.4317,0
"gregTol_TL01PIND",0.62,0.4317,0
"gregTol_TL01PTAX",0.62,0.4317,0
"gregTol_TL23NTAX",25.98,0,0
"gregTol_TL23PIND",25.72,0,0
"gregTol_TL23PTAX",25.93,0,0
"gregTol_TL45NTAX",97.45,0,3
"gregTol_TL45PIND",71.33,0,3
"gregTol_TL45PTAX",80.67,0,3
"gregTol_TL67NTAX",53.39,0,2
"gregTol_TL67PIND",8.39,0.0038,0
"gregTol_TL67PTAX",4.05,0.0441,0
"gregTol_TOLRNTAX",0.01,0.9154,0
"gregTol_TOLRPIND",23.13,0,1
"gregTol_TOLRPTAX",88.66,0,3
"gregTol_WTD_TV",69.07,0,3
"Genus HBI",81.69,0,3
"BCGatt2&3",82.88,0,3
"%BCGatt2&3",74.78,0,3
"BCGatt5",17.5,0,0
"%BCGatt5",82.27,0,3
"%BCG_DO_att2&3",55.11,0,2
"%BCG_DO_att5",62.76,0,3
"%BCG_Acidity_att2&3",33.11,0,2
"%BCG_Acidity_att5",5.05,0.0246,1
"%BCG_Alkalinity_att2&3",6.67,0.0098,0
"%BCG_Alkalinity_att5",35,0,1
"%BCG_spCond_att2&3",84.06,0,3
"%BCG_spCond_att5",43.7,0,2
"%BCG_Chloride_att2&3",87.89,0,3
"%BCG_Chloride_att5",9.25,0.0024,1
"%BCG_Sulfate_att2&3",3.11,0.0778,0
"%BCG_Sulfate_att5",4.49,0.0341,1
"%BCG_TN.TP_att2&3",48.83,0,1
"%BCG_TN.TP_att5",77.26,0,3
"%BCG_totHab_att2&3",75.37,0,3
"%BCG_totHab_att5",74.76,0,3
"%BCG_RBS_att2&3",24.3,0,1
"%BCG_RBS_att5",49.3,0,3
"%BCG_pctIMP_att2&3",97.68,0,3
"%BCG_pctIMP_att5",59.83,0,3
"gregTol_Genus HBI",80.72,0,3
"gregTol_BCGatt2&3",82.88,0,3
"gregTol_%BCGatt2&3",74.78,0,3
"gregTol_BCGatt5",17.5,0,0
"gregTol_%BCGatt5",82.27,0,3
"gregTol_%BCG_DO_att2&3",55.11,0,2
"gregTol_%BCG_DO_att5",62.76,0,3
"gregTol_%BCG_Acidity_att2&3",33.11,0,2
"gregTol_%BCG_Acidity_att5",5.05,0.0246,1
"gregTol_%BCG_Alkalinity_att2&3",6.67,0.0098,0
"gregTol_%BCG_Alkalinity_att5",35,0,1
"gregTol_%BCG_spCond_att2&3",84.06,0,3
"gregTol_%BCG_spCond_att5",43.7,0,2
"gregTol_%BCG_Chloride_att2&3",87.89,0,3
"gregTol_%BCG_Chloride_att5",9.25,0.0024,1
"gregTol_%BCG_Sulfate_att2&3",3.11,0.0778,0
"gregTol_%BCG_Sulfate_att5",4.49,0.0341,1
"gregTol_%BCG_TN.TP_att2&3",48.83,0,1
"gregTol_%BCG_TN.TP_att5",77.26,0,3
"gregTol_%BCG_totHab_att2&3",75.37,0,3
"gregTol_%BCG_totHab_att5",74.76,0,3
"gregTol_%BCG_RBS_att2&3",24.3,0,1
"gregTol_%BCG_RBS_att5",49.3,0,3
"gregTol_%BCG_pctIMP_att2&3",97.68,0,3
"gregTol_%BCG_pctIMP_att5",59.83,0,3
"HPRIME",57.78,0,3
"DOM1PIND",25.19,0,2
"DOM3PIND",49.66,0,2
"DOM5PIND",67.58,0,3
"CHIRDOM1PIND",0.62,0.4317,0
"CHIRDOM3PIND",0.62,0.4317,0
"CHIRDOM5PIND",0.62,0.4317,0
"Genus %2 Dominant",36.46,0,2
"gregTol_Genus %2 Dominant",36.46,0,2
"BURRNTAX",1.73,0.1881,0
"BURRPIND",0.53,0.4664,0
"BURRPTAX",1.34,0.2478,0
"CLMBNTAX",16.27,1e-04,0
"CLMBPIND",10,0.0016,0
"CLMBPTAX",0.01,0.9341,0
"CLNGNTAX",80.98,0,3
"CLNGPIND",65.53,0,3
"CLNGPTAX",53.08,0,3
"SPWLNTAX",14.56,1e-04,0
"SPWLPIND",5.04,0.0247,0
"SPWLPTAX",4.6,0.0319,0
"SWIMNTAX",42.06,0,2
"SWIMPIND",0,0.9881,0
"SWIMPTAX",2.95,0.0858,0
"%Clinger-HS",67.91,0,3
"gregTol_%Clinger-HS",67.91,0,3
"COFINTAX",34.96,0,0
"COFIPIND",19.26,0,1
"COFIPTAX",0.46,0.4966,0
"COFITRICNTAX",36.88,0,2
"COFITRICPIND",24.66,0,2
"COFITRICPTAX",9.16,0.0025,1
"COGANTAX",78.01,0,3
"COGAPIND",7.54,0.006,1
"COGAPTAX",1.03,0.3099,0
"PREDNTAX",40.89,0,2
"PREDPIND",38.7,0,2
"PREDPTAX",2.15,0.1421,0
"SCRPNTAX",23.26,0,0
"SCRPPIND",5.91,0.015,0
"SCRPPTAX",2.3,0.1296,0
"SHRDNTAX",18.48,0,0
"SHRDPIND",17.18,0,0
"SHRDPTAX",3.19,0.0742,0
"%Collector",0.45,0.5044,0
"%GenusScraper",5.9,0.0151,0
"gregTol_%Collector",0.45,0.5044,0
"gregTol_%GenusScraper",5.9,0.0151,0
