"METRIC","KW_stat","KW_pval","BoxScore"
"Genus %2 Dominant",165.59,0,3
"gregTol_Genus %2 Dominant",165.59,0,3
"BURRNTAX",86.25,0,1
"BURRPIND",85.93,0,2
"BURRPTAX",36.94,0,1
"CLMBNTAX",29.56,0,0
"CLMBPIND",29.75,0,0
"CLMBPTAX",25.16,0,0
"CLNGNTAX",238.56,0,3
"CLNGPIND",88.81,0,2
"CLNGPTAX",61.04,0,1
"SPWLNTAX",57.37,0,1
"SPWLPIND",68.15,0,2
"SPWLPTAX",0.17,0.6766,0
"SWIMNTAX",56.07,0,0
"SWIMPIND",7.99,0.0047,0
"SWIMPTAX",3.26,0.0708,0
"%Clinger-HS",88.68,0,2
"gregTol_%Clinger-HS",88.68,0,2
"COFINTAX",15.01,1e-04,0
"COFIPIND",0.03,0.8517,0
"COFIPTAX",68.28,0,2
"COFITRICNTAX",26.45,0,0
"COFITRICPIND",2.42,0.1198,0
"COFITRICPTAX",21.7,0,0
"COGANTAX",2.23,0.1352,0
"COGAPIND",0.29,0.5875,0
"COGAPTAX",156.83,0,3
"PREDNTAX",255.03,0,3
"PREDPIND",229.64,0,3
"PREDPTAX",182.56,0,3
"SCRPNTAX",82.88,0,1
"SCRPPIND",24.21,0,0
"SCRPPTAX",1.14,0.2848,0
"SHRDNTAX",183.68,0,3
"SHRDPIND",164.6,0,3
"SHRDPTAX",101.73,0,2
"%Collector",0.86,0.3551,0
"%GenusScraper",24.21,0,0
"gregTol_%Collector",0.86,0.3551,0
"gregTol_%GenusScraper",24.21,0,0
