"METRIC","KW_stat","KW_pval","BoxScore"
"gregTol_%BCG_Sulfate_att2&3",97.18,0,2
"gregTol_%BCG_Sulfate_att5",8.69,0.0032,0
"gregTol_%BCG_TN.TP_att2&3",220.1,0,3
"gregTol_%BCG_TN.TP_att5",252.94,0,3
"gregTol_%BCG_totHab_att2&3",271.67,0,3
"gregTol_%BCG_totHab_att5",161.04,0,2
"gregTol_%BCG_RBS_att2&3",243.96,0,3
"gregTol_%BCG_RBS_att5",139.19,0,2
"gregTol_%BCG_pctIMP_att2&3",241.75,0,3
"gregTol_%BCG_pctIMP_att5",181.2,0,2
"HPRIME",299.31,0,3
"DOM1PIND",209.82,0,3
"DOM3PIND",280.97,0,3
"DOM5PIND",298.9,0,3
"CHIRDOM1PIND",0.36,0.5484,0
"CHIRDOM3PIND",0.36,0.5484,0
"CHIRDOM5PIND",0.36,0.5484,0
"Genus %2 Dominant",239.99,0,3
"gregTol_Genus %2 Dominant",239.99,0,3
"BURRNTAX",16.11,1e-04,0
"BURRPIND",16.92,0,0
"BURRPTAX",0.5,0.48,0
"CLMBNTAX",1.57,0.2105,0
"CLMBPIND",2.88,0.0899,0
"CLMBPTAX",0.06,0.8039,0
"CLNGNTAX",335.2,0,3
"CLNGPIND",204.32,0,2
"CLNGPTAX",179.98,0,2
"SPWLNTAX",2.02,0.1554,0
"SPWLPIND",11.07,9e-04,0
"SPWLPTAX",49.5,0,1
"SWIMNTAX",45.8,0,0
"SWIMPIND",72.12,0,2
"SWIMPTAX",3.07,0.08,0
"%Clinger-HS",270.89,0,3
"gregTol_%Clinger-HS",270.89,0,3
"COFINTAX",111.11,0,2
"COFIPIND",0.04,0.8514,0
"COFIPTAX",16.93,0,0
"COFITRICNTAX",111.36,0,1
"COFITRICPIND",12.93,3e-04,0
"COFITRICPTAX",0,0.9638,0
"COGANTAX",28.93,0,0
"COGAPIND",71.4,0,1
"COGAPTAX",63.81,0,1
"PREDNTAX",126.55,0,2
"PREDPIND",122.74,0,2
"PREDPTAX",15.71,1e-04,0
"SCRPNTAX",267.12,0,2
"SCRPPIND",198.9,0,3
"SCRPPTAX",121.59,0,2
"SHRDNTAX",61.05,0,0
"SHRDPIND",75.01,0,2
"SHRDPTAX",10.16,0.0014,0
"%Collector",24.23,0,0
"%GenusScraper",198.9,0,3
"gregTol_%Collector",24.23,0,0
"gregTol_%GenusScraper",198.9,0,3
