"METRIC","KW_stat","KW_pval","BoxScore"
"NTOLPIND",151.13,0,2
"NTOLPTAX",176.37,0,2
"STOLNTAX",34.49,0,0
"STOLPIND",20.42,0,0
"STOLPTAX",135.02,0,2
"TL01NTAX",NA,NA,0
"TL01PIND",NA,NA,0
"TL01PTAX",NA,NA,0
"TL23NTAX",147.17,0,0
"TL23PIND",141.27,0,1
"TL23PTAX",117.78,0,1
"TL45NTAX",194.05,0,2
"TL45PIND",128.27,0,2
"TL45PTAX",123.4,0,2
"TL67NTAX",8.35,0.0039,0
"TL67PIND",73.63,0,1
"TL67PTAX",101.28,0,2
"TOLRNTAX",15.19,1e-04,0
"TOLRPIND",30.05,0,1
"TOLRPTAX",162.33,0,2
"WTD_TV",151.58,0,2
"gregTol_FACLNTAX",191.96,0,2
"gregTol_FACLPIND",17.37,0,0
"gregTol_FACLPTAX",102.64,0,2
"gregTol_INTLNTAX",104.41,0,0
"gregTol_INTLPIND",104.01,0,1
"gregTol_INTLPTAX",77.79,0,1
"gregTol_NTOLNTAX",223.21,0,3
"gregTol_NTOLPIND",151.13,0,2
"gregTol_NTOLPTAX",176.37,0,2
"gregTol_STOLNTAX",34.49,0,0
"gregTol_STOLPIND",20.42,0,0
"gregTol_STOLPTAX",135.02,0,2
"gregTol_TL01NTAX",16.43,1e-04,0
"gregTol_TL01PIND",17.09,0,0
"gregTol_TL01PTAX",15.41,1e-04,0
"gregTol_TL23NTAX",165.36,0,2
"gregTol_TL23PIND",139.14,0,2
"gregTol_TL23PTAX",136.26,0,2
"gregTol_TL45NTAX",177.88,0,2
"gregTol_TL45PIND",111.49,0,2
"gregTol_TL45PTAX",94.64,0,2
"gregTol_TL67NTAX",7.66,0.0056,0
"gregTol_TL67PIND",74.44,0,1
"gregTol_TL67PTAX",105.22,0,2
"gregTol_TOLRNTAX",15.19,1e-04,0
"gregTol_TOLRPIND",30.05,0,1
"gregTol_TOLRPTAX",162.33,0,2
"gregTol_WTD_TV",162.48,0,2
"Genus HBI",175.47,0,2
"BCGatt2&3",223.61,0,3
"%BCGatt2&3",178.79,0,2
"BCGatt5",48.75,0,1
"%BCGatt5",179.46,0,2
"%BCG_DO_att2&3",180.22,0,3
"%BCG_DO_att5",60.51,0,1
"%BCG_Acidity_att2&3",35.68,0,0
"%BCG_Acidity_att5",0.79,0.3726,0
"%BCG_Alkalinity_att2&3",1.01,0.3161,0
"%BCG_Alkalinity_att5",36.32,0,0
"%BCG_spCond_att2&3",128.58,0,2
"%BCG_spCond_att5",105.41,0,2
"%BCG_Chloride_att2&3",180.66,0,2
"%BCG_Chloride_att5",24.09,0,0
"%BCG_Sulfate_att2&3",10.27,0.0013,0
"%BCG_Sulfate_att5",0.32,0.5717,0
"%BCG_TN.TP_att2&3",202.9,0,3
"%BCG_TN.TP_att5",159.99,0,2
"%BCG_totHab_att2&3",241.04,0,3
"%BCG_totHab_att5",130.94,0,2
"%BCG_RBS_att2&3",198.63,0,3
"%BCG_RBS_att5",106.88,0,2
"%BCG_pctIMP_att2&3",202.47,0,3
"%BCG_pctIMP_att5",189.22,0,3
"gregTol_Genus HBI",179.05,0,2
"gregTol_BCGatt2&3",223.61,0,3
"gregTol_%BCGatt2&3",178.79,0,2
"gregTol_BCGatt5",48.75,0,1
"gregTol_%BCGatt5",179.46,0,2
"gregTol_%BCG_DO_att2&3",180.22,0,3
"gregTol_%BCG_DO_att5",60.51,0,1
"gregTol_%BCG_Acidity_att2&3",35.68,0,0
"gregTol_%BCG_Acidity_att5",0.79,0.3726,0
"gregTol_%BCG_Alkalinity_att2&3",1.01,0.3161,0
"gregTol_%BCG_Alkalinity_att5",36.32,0,0
"gregTol_%BCG_spCond_att2&3",128.58,0,2
"gregTol_%BCG_spCond_att5",105.41,0,2
"gregTol_%BCG_Chloride_att2&3",180.66,0,2
"gregTol_%BCG_Chloride_att5",24.09,0,0
"gregTol_%BCG_Sulfate_att2&3",10.27,0.0013,0
"gregTol_%BCG_Sulfate_att5",0.32,0.5717,0
"gregTol_%BCG_TN.TP_att2&3",202.9,0,3
"gregTol_%BCG_TN.TP_att5",159.99,0,2
"gregTol_%BCG_totHab_att2&3",241.04,0,3
"gregTol_%BCG_totHab_att5",130.94,0,2
"gregTol_%BCG_RBS_att2&3",198.63,0,3
"gregTol_%BCG_RBS_att5",106.88,0,2
"gregTol_%BCG_pctIMP_att2&3",202.47,0,3
"gregTol_%BCG_pctIMP_att5",189.22,0,3
"HPRIME",223.99,0,3
"DOM1PIND",141.74,0,2
"DOM3PIND",210.09,0,3
"DOM5PIND",208.36,0,3
"CHIRDOM1PIND",0.03,0.8527,0
"CHIRDOM3PIND",0.03,0.8527,0
"CHIRDOM5PIND",0.03,0.8527,0
"Genus %2 Dominant",172.02,0,3
"gregTol_Genus %2 Dominant",172.02,0,3
"BURRNTAX",0.07,0.7941,0
"BURRPIND",0,0.9511,0
"BURRPTAX",12.29,5e-04,0
"CLMBNTAX",6.67,0.0098,0
"CLMBPIND",5.91,0.0151,0
"CLMBPTAX",13,3e-04,0
"CLNGNTAX",254.1,0,3
"CLNGPIND",64.64,0,1
"CLNGPTAX",115.14,0,2
"SPWLNTAX",1.84,0.1755,0
"SPWLPIND",1.33,0.2481,0
"SPWLPTAX",15.72,1e-04,0
"SWIMNTAX",41.88,0,0
"SWIMPIND",60.4,0,1
"SWIMPTAX",2.46,0.1166,0
"%Clinger-HS",82.35,0,1
"gregTol_%Clinger-HS",82.35,0,1
"COFINTAX",139.11,0,1
"COFIPIND",14.91,1e-04,0
"COFIPTAX",1.19,0.2763,0
"COFITRICNTAX",120.22,0,1
"COFITRICPIND",6.72,0.0096,0
"COFITRICPTAX",4.35,0.037,0
"COGANTAX",0.09,0.7682,0
"COGAPIND",0.67,0.4131,0
"COGAPTAX",82.45,0,2
"PREDNTAX",91.84,0,1
"PREDPIND",106.77,0,2
"PREDPTAX",31.92,0,0
"SCRPNTAX",116.84,0,0
"SCRPPIND",56.32,0,1
"SCRPPTAX",14.43,1e-04,0
"SHRDNTAX",38.23,0,0
"SHRDPIND",14.94,1e-04,0
"SHRDPTAX",5.32,0.0211,0
"%Collector",2.41,0.1202,0
"%GenusScraper",56.32,0,1
"gregTol_%Collector",2.41,0.1202,0
"gregTol_%GenusScraper",56.32,0,1
