METRIC,REDUND_MET
X.BCG_Sulfate_att2.3,gregTol_.BCG_Sulfate_att2.3
X.BCG_Sulfate_att5,gregTol_.BCG_Sulfate_att5
X.BCG_TNTP_att2.3,"X.EPT45,gregTol_.EPT45,X.BCGatt2.3,gregTol_.BCGatt2.3,gregTol_.BCG_TNTP_att2.3"
X.BCG_TNTP_att5,"FACLPTAX,STOLPTAX,TOLRPTAX,gregTol_STOLPTAX,gregTol_TOLRPTAX,X.BCGatt5,X.BCG_pctIMP_att5,gregTol_.BCGatt5,gregTol_.BCG_TNTP_att5,gregTol_.BCG_pctIMP_att5"
X.BCG_totHab_att2.3,"X.EPT45,gregTol_.EPT45,NTOLPTAX,gregTol_NTOLPTAX,BCGatt2.3,X.BCGatt2.3,X.BCG_DO_att2.3,X.BCG_Chloride_att2.3,X.BCG_pctIMP_att2.3,gregTol_BCGatt2.3,gregTol_.BCGatt2.3,gregTol_.BCG_DO_att2.3,gregTol_.BCG_Chloride_att2.3,gregTol_.BCG_totHab_att2.3,gregTol_.BCG_pctIMP_att2.3"
X.BCG_totHab_att5,"NOINPTAX,FACLPTAX,X.BCG_DO_att5,gregTol_.BCG_DO_att5,gregTol_.BCG_totHab_att5"
X.BCGatt2.3,"X.EPT45,X.EPT65,gregTol_.EPT45,gregTol_.EPT65,NTOLPTAX,gregTol_NTOLPTAX,BCGatt2.3,X.BCG_DO_att2.3,X.BCG_spCond_att2.3,X.BCG_Chloride_att2.3,X.BCG_TNTP_att2.3,X.BCG_totHab_att2.3,X.BCG_pctIMP_att2.3,gregTol_BCGatt2.3,gregTol_.BCGatt2.3,gregTol_.BCG_DO_att2.3,gregTol_.BCG_spCond_att2.3,gregTol_.BCG_Chloride_att2.3,gregTol_.BCG_TNTP_att2.3,gregTol_.BCG_totHab_att2.3,gregTol_.BCG_pctIMP_att2.3"
X.BCGatt5,"STOLPTAX,gregTol_STOLPTAX,X.BCG_TNTP_att5,gregTol_.BCGatt5,gregTol_.BCG_TNTP_att5"
X.Chiro,"CHIRPIND,DIPTPIND,gregTol_.Chiro"
X.Clinger.HS,"CLNGPIND,gregTol_.Clinger.HS"
X.Collector,gregTol_.Collector
X.Ephem,"EPHEPIND,X.Ephem.B,gregTol_.Ephem,gregTol_.Ephem.B"
X.Ephem.B,"EPHEPIND,X.Ephem,gregTol_.Ephem,gregTol_.Ephem.B"
X.EPT.H.C,"EPOTPIND,EPT_PIND,gregTol_.EPT.H.C"
X.EPT45,"X.EPT65,gregTol_.EPT45,gregTol_.EPT65,gregTol_TL23NTAX,gregTol_TL23PTAX,BCGatt2.3,X.BCGatt2.3,X.BCG_spCond_att2.3,X.BCG_Chloride_att2.3,X.BCG_TNTP_att2.3,X.BCG_totHab_att2.3,X.BCG_pctIMP_att2.3,gregTol_BCGatt2.3,gregTol_.BCGatt2.3,gregTol_.BCG_spCond_att2.3,gregTol_.BCG_Chloride_att2.3,gregTol_.BCG_TNTP_att2.3,gregTol_.BCG_totHab_att2.3,gregTol_.BCG_pctIMP_att2.3"
X.EPT65,"EPOTPTAX,EPT_PTAX,X.EPT45,gregTol_.EPT45,gregTol_.EPT65,EPT_NTAX,Genus.EPT.Taxa,gregTol_Genus.EPT.Taxa,NTOLPTAX,gregTol_NTOLPTAX,X.BCGatt2.3,X.BCG_spCond_att2.3,X.BCG_Chloride_att2.3,X.BCG_pctIMP_att2.3,X.BCG_pctIMP_att5,gregTol_.BCGatt2.3,gregTol_.BCG_spCond_att2.3,gregTol_.BCG_Chloride_att2.3,gregTol_.BCG_pctIMP_att2.3,gregTol_.BCG_pctIMP_att5"
X.GenusScraper,"SCRPPIND,gregTol_.GenusScraper"
X.PT...Hydropsychidae,gregTol_.PT...Hydropsychidae
